aX,aY,aZ,gX,gY,gZ
-0.665,0.124,1.959,27.283,10.559,35.828
-0.643,0.074,1.588,13.062,39.551,20.447
-0.568,0.048,1.303,-1.099,53.467,10.681
-0.440,0.011,0.985,-9.094,59.875,4.822
-0.337,-0.041,0.796,-12.024,53.833,-2.075
-0.292,-0.095,0.773,-12.146,37.598,-5.127
-0.281,-0.104,0.808,-10.193,19.653,-4.211
-0.307,-0.063,0.867,-4.822,2.380,-1.831
-0.363,-0.055,0.998,-2.747,-13.550,-3.174
-0.375,-0.069,1.120,-7.202,-23.315,-5.371
-0.384,-0.110,1.298,-11.719,-28.198,-6.409
-0.404,-0.116,1.422,-12.695,-25.208,-6.348
-0.420,-0.097,1.457,-12.512,-14.526,-6.042
-0.407,-0.052,1.482,-13.672,-2.502,-6.165
-0.399,-0.021,1.403,-8.728,15.747,-9.827
-0.363,-0.082,1.269,-2.747,32.166,-17.944
-0.277,-0.140,1.210,-1.587,41.748,-19.653
-0.213,-0.128,1.120,6.165,50.903,-18.616
-0.207,-0.124,0.949,13.550,60.547,-19.714
-0.191,-0.128,0.823,16.052,61.035,-19.348
-0.175,-0.094,0.766,15.442,53.467,-16.541
-0.140,-0.105,0.721,14.038,43.213,-14.771
-0.137,-0.086,0.742,13.489,31.311,-14.893
-0.173,-0.125,0.809,11.780,18.860,-15.137
-0.186,-0.096,0.873,6.897,8.728,-11.414
-0.203,-0.079,0.977,-0.488,0.122,-8.728
-0.186,-0.107,1.077,-7.446,-3.601,-9.521
-0.169,-0.151,1.132,-9.094,-1.404,-10.559
-0.173,-0.163,1.136,-7.141,5.493,-9.460
-0.179,-0.153,1.109,-4.883,13.367,-6.775
-0.176,-0.150,1.038,-3.113,20.264,-4.333
-0.172,-0.143,0.966,0.061,24.170,-1.770
-0.165,-0.137,0.894,1.404,24.353,1.343
-0.168,-0.128,0.840,2.014,21.301,4.028
-0.167,-0.103,0.813,2.136,15.503,7.202
-0.166,-0.092,0.803,3.174,8.911,8.850
-0.194,-0.069,0.838,5.005,2.136,9.277
-0.208,-0.055,0.886,5.432,-3.784,9.521
-0.200,-0.078,0.975,4.456,-8.057,8.850
-0.209,-0.094,1.042,4.333,-9.460,8.057
-0.229,-0.088,1.072,4.272,-7.385,8.362
-0.244,-0.066,1.051,2.869,-4.578,8.789
-0.250,-0.056,1.019,0.793,-2.380,8.118
-0.239,-0.057,1.001,-0.916,-1.282,6.470
-0.222,-0.083,1.001,-1.465,-0.854,4.639
-0.208,-0.093,1.000,-1.282,-0.183,4.272
-0.202,-0.095,0.980,-0.244,0.671,4.333
-0.206,-0.091,0.971,1.770,1.160,4.272
-0.203,-0.088,0.942,3.479,1.038,4.456
-0.213,-0.085,0.923,3.723,-0.854,4.456
-0.221,-0.070,0.942,3.418,-3.662,4.822
-0.229,-0.076,0.986,3.601,-6.470,4.028
-0.228,-0.083,1.024,2.319,-8.606,3.418
-0.228,-0.083,1.051,1.465,-8.911,3.296
-0.234,-0.084,1.073,1.892,-7.507,2.686
-0.243,-0.075,1.067,2.014,-5.615,2.258
-0.240,-0.073,1.060,0.732,-4.395,1.465
-0.226,-0.085,1.040,-0.366,-3.174,0.366
-0.214,-0.088,1.025,-0.244,-1.587,0.305
-0.209,-0.090,0.997,1.343,0.183,0.305
-0.209,-0.090,0.965,2.625,1.465,0.244
-0.221,-0.072,0.952,3.113,0.183,0.671
-0.219,-0.063,0.954,3.235,-1.770,0.793
-0.214,-0.076,0.967,2.686,-3.784,-0.122
-0.219,-0.071,0.985,1.648,-5.371,-0.549
-0.219,-0.068,1.000,0.977,-6.775,-0.793
-0.211,-0.082,1.008,1.038,-7.263,-1.587
-0.214,-0.078,1.015,1.648,-7.324,-2.075
-0.218,-0.089,1.021,2.441,-7.202,-2.563
-0.228,-0.078,1.047,1.892,-7.202,-2.441
-0.221,-0.091,1.082,1.953,-6.897,-2.686
-0.213,-0.100,1.071,3.662,-4.883,-3.113
-0.213,-0.107,1.059,3.906,-3.235,-2.991
-0.212,-0.107,1.035,4.272,-1.953,-2.258
-0.211,-0.097,1.010,4.944,-1.099,-1.465
-0.211,-0.103,1.003,4.761,-1.465,-1.404
-0.213,-0.103,0.996,4.395,-2.441,-1.160
-0.217,-0.099,0.979,3.723,-3.540,-0.366
-0.211,-0.102,0.996,2.991,-5.188,0.183
-0.207,-0.114,1.002,3.174,-6.470,0.244
-0.211,-0.119,1.014,3.174,-6.897,0.793
-0.217,-0.120,1.025,2.625,-6.714,1.953
-0.226,-0.103,1.046,2.136,-6.592,3.540
-0.229,-0.106,1.054,2.625,-5.981,3.723
-0.227,-0.110,1.056,2.747,-5.066,3.540
-0.222,-0.121,1.024,2.319,-4.517,4.272
-0.246,-0.075,1.013,2.014,-4.761,6.226
-0.255,-0.056,1.024,1.343,-5.371,6.042
-0.261,-0.070,1.052,0.916,-5.432,3.479
-0.256,-0.073,1.097,0.732,-4.578,1.831
-0.252,-0.089,1.105,1.953,-1.953,-0.183
-0.247,-0.092,1.081,3.601,2.075,-1.160
-0.245,-0.096,1.052,5.005,5.371,-1.770
-0.240,-0.100,1.045,4.333,7.141,-1.953
-0.231,-0.109,1.049,2.686,7.629,-1.770
-0.229,-0.097,1.037,1.404,8.362,-0.977
-0.222,-0.112,1.018,0.732,8.728,-1.160
-0.203,-0.123,1.001,-0.671,8.484,-0.671
-0.201,-0.115,1.000,-1.953,7.812,0.549
-0.212,-0.082,0.973,-0.061,7.996,1.099
-0.219,-0.116,0.985,-0.549,6.470,0.061
-0.215,-0.071,0.980,-2.014,4.639,2.258
-0.209,-0.091,0.988,-3.052,3.723,1.465
-0.197,-0.128,0.981,-5.005,3.540,0.854
-0.178,-0.102,0.963,-5.432,3.418,3.723
-0.164,-0.188,0.941,-2.014,2.258,5.127
-0.205,-0.071,0.948,0.427,1.892,12.207
-0.216,-0.060,0.985,-0.061,-1.160,13.977
-0.218,-0.070,0.998,-0.610,-1.953,10.437
-0.209,-0.073,1.000,-2.808,-1.831,9.094
-0.213,-0.090,0.982,-1.709,-1.709,7.629
-0.219,-0.074,0.963,-2.502,-1.953,8.240
-0.208,-0.097,0.971,-4.272,-3.845,8.179
-0.192,-0.110,0.989,-4.517,-5.310,8.545

-0.502,-0.435,1.913,48.157,-125.671,16.968
-0.598,-0.255,2.010,56.335,-84.595,39.185
-0.721,-0.010,2.015,54.199,-44.189,49.622
-0.788,0.129,1.958,39.795,-8.972,41.992
-0.757,0.120,1.879,18.616,20.691,24.719
-0.668,0.005,1.808,3.662,47.363,4.456
-0.614,-0.184,1.817,-11.597,70.618,-12.390
-0.593,-0.251,1.740,-23.437,94.299,-15.076
-0.517,-0.254,1.969,-32.288,118.164,-12.634
-0.568,-0.312,1.811,-35.645,158.264,-17.090
-0.636,-0.183,1.793,-33.264,194.763,-19.348
-0.740,-0.039,1.854,-26.184,217.712,-25.452
-0.851,-0.088,1.463,-19.409,254.761,-37.964
-0.868,0.012,1.074,-14.099,273.437,-37.537
-0.812,0.142,0.829,-12.146,267.883,-33.813
-0.691,0.143,0.592,-10.071,254.700,-40.527
-0.549,0.101,0.370,-6.836,236.877,-49.255
-0.397,0.047,0.222,-10.681,211.609,-53.406
-0.223,-0.043,0.148,-16.846,180.847,-50.598
-0.090,-0.069,0.169,-21.118,149.414,-41.382
0.009,-0.104,0.178,-18.188,122.620,-31.433
0.078,-0.109,0.177,-11.902,100.586,-21.606
0.104,-0.076,0.195,-3.174,77.576,-12.756
0.137,-0.111,0.217,4.028,54.199,-6.470
0.089,-0.037,0.187,16.296,33.020,-0.427
0.050,0.051,0.259,27.527,9.827,4.700
0.069,0.003,0.410,36.987,-9.766,0.977
0.083,-0.157,0.589,39.490,-23.254,-6.165
0.077,-0.273,0.826,34.607,-35.828,-6.287
0.042,-0.262,0.986,29.968,-43.091,2.563
-0.011,-0.199,1.089,25.696,-47.302,10.864
-0.048,-0.153,1.190,17.944,-49.744,13.306
-0.084,-0.121,1.267,8.484,-49.194,12.329
-0.093,-0.102,1.249,1.953,-43.518,10.437
-0.069,-0.133,1.210,-5.127,-36.621,7.446
-0.057,-0.165,1.119,-7.507,-30.212,6.104
-0.062,-0.117,0.977,-6.836,-24.353,8.789
-0.065,-0.081,0.930,-7.507,-24.048,10.193
-0.072,-0.119,0.934,-6.470,-26.611,9.033
-0.088,-0.111,0.924,-5.310,-29.907,12.085
-0.087,-0.088,0.981,-6.165,-36.926,15.930
-0.100,-0.110,1.098,-10.559,-43.884,16.113
-0.117,-0.132,1.181,-13.855,-46.509,16.907
-0.108,-0.164,1.309,-15.808,-46.692,19.531
-0.119,-0.200,1.493,-21.423,-44.128,22.034
-0.173,-0.161,1.630,-25.940,-33.325,26.184
-0.251,-0.026,1.704,-28.625,-14.526,30.762
-0.318,0.101,1.620,-33.875,8.179,28.442
-0.320,0.108,1.486,-39.856,26.733,18.066
-0.305,0.115,1.359,-42.664,36.682,7.751
-0.257,0.093,1.255,-42.114,44.617,-0.122
-0.132,0.040,1.125,-34.241,53.650,-6.531
-0.065,-0.035,0.971,-29.053,63.049,-10.010
-0.058,-0.048,0.887,-9.583,66.406,-8.728
-0.040,0.042,0.718,18.005,68.726,-2.014
-0.009,0.114,0.529,16.968,66.406,0.671
0.041,0.027,0.385,3.052,57.312,-2.930
0.073,-0.003,0.166,5.676,41.382,-3.113
0.026,0.188,-0.151,8.911,22.156,3.296
0.027,0.255,-0.510,-0.916,-8.179,0.488
0.093,0.139,-0.793,-7.812,-50.720,-9.094
0.145,-0.064,-0.594,-12.329,-110.718,-14.954
-0.044,-0.098,-0.325,8.728,-163.818,-15.686
-0.304,0.043,-0.136,48.157,-197.205,-8.972
-0.556,0.066,-0.069,82.397,-219.543,-9.583
-0.721,-0.078,0.292,111.694,-244.812,-13.550
-0.674,-0.469,1.192,121.582,-271.118,-16.113
-0.579,-0.734,2.302,116.211,-270.935,-7.751
-0.541,-0.668,3.308,106.873,-237.000,13.062
-0.641,-0.376,3.907,81.848,-169.189,33.325
-0.784,0.024,3.797,36.804,-73.364,38.025
-0.916,0.067,3.150,0.610,11.719,19.653
-0.823,-0.003,2.528,-31.311,67.688,1.282
-0.654,-0.073,2.107,-49.438,103.882,-9.338
-0.530,-0.280,1.750,-50.110,135.376,-28.625
-0.397,-0.437,1.508,-56.152,157.898,-37.781
-0.331,-0.464,1.165,-53.833,176.025,-29.968
-0.307,-0.398,0.914,-45.410,180.725,-14.587
-0.270,-0.303,0.839,-35.828,165.771,1.465
-0.301,-0.175,0.772,-32.349,145.020,15.320
-0.278,-0.015,0.667,-20.081,125.366,25.208
-0.242,-0.004,0.660,17.639,99.365,27.588
-0.182,-0.033,0.714,18.311,76.904,21.545
-0.164,-0.030,0.712,-22.034,66.528,18.555
-0.157,0.002,0.742,-38.208,57.190,19.470
-0.136,0.048,0.827,-29.785,49.744,21.423
-0.143,0.088,0.850,-21.301,48.767,19.653
-0.157,0.100,0.902,-13.367,50.171,15.381
-0.144,0.099,0.940,-13.000,50.415,10.498
-0.102,0.065,0.964,-14.282,51.941,4.761
-0.078,0.044,0.968,-8.118,54.871,-0.732
-0.057,0.056,0.885,-0.732,60.669,-4.700
-0.042,0.054,0.746,3.723,64.697,-8.850
-0.005,-0.001,0.646,5.981,61.768,-11.902
0.028,0.037,0.615,11.902,53.162,-11.780
0.057,-0.025,0.647,14.404,43.335,-15.137
0.066,-0.052,0.664,14.038,34.424,-18.127
0.042,-0.091,0.747,10.925,24.109,-15.747
0.046,-0.072,0.801,8.423,14.404,-10.803
0.044,-0.076,0.883,5.188,7.507,-8.728
0.054,-0.133,0.979,3.479,3.357,-9.399
0.047,-0.150,1.000,5.249,4.089,-7.446
0.024,-0.126,0.987,7.629,6.470,-3.845
0.002,-0.099,0.977,6.409,6.836,-0.671
-0.001,-0.084,0.966,5.310,5.127,0.977
0.003,-0.086,0.990,3.296,2.747,0.977
0.006,-0.097,0.997,1.282,0.916,0.854
-0.001,-0.064,0.972,-0.061,-0.610,2.197
-0.006,-0.026,0.974,-1.465,-2.930,2.686
-0.005,-0.031,0.964,-2.625,-4.211,-0.366
0.006,-0.059,0.944,-3.235,-5.859,-2.686
0.017,-0.051,0.979,-3.174,-8.728,-1.282
0.002,-0.044,0.970,-2.197,-9.705,-0.732
-0.008,-0.017,0.982,-3.174,-10.010,0.000
-0.016,-0.028,1.033,-4.211,-11.658,-0.977
-0.011,-0.056,1.089,-4.150,-12.390,-2.563
-0.001,-0.085,1.167,-4.089,-10.986,-2.869
-0.009,-0.096,1.195,-2.930,-7.141,-2.014
-0.024,-0.038,1.141,-1.526,-2.197,0.000

-0.617,0.093,2.178,20.142,-139.465,37.048
-0.708,0.132,2.260,6.958,-105.103,26.184
-0.708,0.179,2.334,-3.052,-74.585,18.127
-0.644,0.194,2.141,-7.568,-39.063,13.977
-0.542,0.084,1.725,-6.226,-5.310,7.019
-0.469,0.001,1.485,-2.380,14.038,0.610
-0.426,-0.083,1.361,0.549,22.400,-4.028
-0.376,-0.147,1.297,-0.305,26.489,-2.686
-0.360,-0.141,1.413,-2.991,25.513,2.808
-0.406,-0.117,1.604,-5.493,26.489,7.324
-0.441,-0.084,1.776,-8.667,34.973,11.475
-0.485,-0.071,2.045,-20.752,46.448,12.695
-0.615,0.026,2.246,-40.771,63.660,13.000
-0.733,0.169,2.178,-54.016,90.881,11.841
-0.803,0.244,2.088,-59.998,117.004,2.319
-0.807,0.255,1.837,-58.960,141.235,-10.742
-0.737,0.287,1.459,-55.115,163.635,-22.156
-0.607,0.259,1.193,-47.180,174.561,-35.645
-0.486,0.170,0.901,-37.109,179.260,-47.241
-0.376,0.179,0.797,-32.593,176.697,-49.011
-0.269,0.145,0.683,-24.231,171.997,-48.767
-0.182,0.130,0.598,-4.150,166.016,-46.326
-0.091,0.096,0.562,31.677,153.931,-41.443
-0.035,0.057,0.475,45.410,140.991,-37.048
0.015,0.026,0.500,23.987,127.136,-31.799
0.045,0.005,0.605,8.606,110.352,-27.588
0.062,-0.006,0.663,7.202,100.159,-23.560
0.066,-0.012,0.697,9.338,94.849,-20.020
0.068,-0.004,0.771,10.925,89.478,-17.822
0.072,-0.042,0.820,15.564,84.534,-16.235
0.083,0.015,0.741,29.358,84.717,-13.428
0.089,0.049,0.657,31.738,82.825,-14.771
0.095,0.019,0.534,27.405,78.857,-19.592
0.154,-0.034,0.468,20.142,70.679,-22.217
0.191,-0.064,0.445,13.611,59.326,-20.813
0.203,-0.072,0.431,12.451,46.814,-17.212
0.221,-0.061,0.404,14.893,34.119,-12.634
0.218,-0.052,0.408,16.113,21.118,-9.216
0.213,-0.076,0.488,15.930,6.836,-6.714
0.200,-0.104,0.615,17.517,-5.859,-3.845
0.179,-0.124,0.769,17.334,-15.869,1.038
0.152,-0.117,0.924,15.625,-22.461,6.775
0.107,-0.065,1.037,14.526,-24.353,12.451
0.057,0.004,1.067,13.611,-22.339,15.869
0.044,0.057,1.091,9.033,-19.531,15.320
0.054,0.051,1.088,4.333,-15.930,10.803
0.077,0.027,1.047,2.747,-12.024,6.836
0.087,0.032,1.014,3.052,-9.827,5.127
0.095,0.053,0.995,4.150,-10.132,4.395
0.104,0.053,0.979,2.808,-10.681,2.747
0.112,0.042,1.001,1.892,-12.878,0.793
0.108,0.039,1.033,0.854,-15.076,0.000
0.114,0.042,1.046,-0.061,-15.686,0.305
0.120,0.026,1.075,-0.061,-16.479,-0.061
0.115,0.021,1.095,1.465,-16.235,0.183
0.114,0.019,1.111,2.197,-14.954,1.221
0.111,0.007,1.146,2.991,-13.916,1.892
0.086,0.027,1.167,5.737,-12.207,2.808
0.070,0.045,1.184,5.676,-10.132,3.113
0.073,0.035,1.226,3.723,-9.033,1.282
0.085,0.011,1.223,1.770,-5.981,-0.305
0.091,0.023,1.174,0.610,-2.441,0.183
0.098,0.040,1.111,0.427,0.916,0.549
0.106,0.043,1.052,1.221,2.686,-0.183
0.109,0.048,1.021,1.648,2.686,-0.732
0.127,0.034,0.987,2.136,2.319,-1.343
0.129,0.015,0.981,3.235,1.099,-1.709
0.123,0.010,1.010,4.456,-1.465,-0.793
0.111,0.014,1.047,5.127,-2.747,0.793
0.105,0.005,1.081,5.371,-2.502,0.732
0.095,-0.016,1.111,3.235,-1.404,0.305
0.093,0.001,1.108,1.892,0.244,1.892
0.098,0.002,1.081,2.014,2.625,2.563
0.104,-0.004,1.069,3.296,4.028,2.075
0.110,0.000,1.029,5.676,6.226,2.563
0.118,-0.002,1.010,8.118,7.629,2.991
0.118,-0.003,0.972,9.583,8.484,2.808
0.122,0.004,0.919,10.315,7.874,3.662
0.119,0.010,0.904,9.888,4.456,4.517
0.112,0.015,0.927,9.094,-0.671,5.188
0.121,-0.014,0.986,6.287,-4.700,5.310
0.117,-0.029,1.071,4.700,-6.836,6.165
0.091,-0.011,1.131,5.554,-6.775,7.507
0.080,0.016,1.114,5.981,-3.906,8.606
0.076,0.023,1.095,6.104,-1.587,7.629
0.073,0.018,1.083,5.859,-0.122,6.104
0.083,0.021,1.061,6.653,1.160,5.615
0.087,0.013,1.053,7.385,2.014,4.822
0.087,0.013,1.050,8.057,2.808,4.150
0.086,0.010,1.038,7.812,3.235,3.601
0.079,0.026,1.031,6.348,2.502,3.601
0.082,0.027,1.019,4.395,1.709,3.174
0.090,0.013,1.042,2.686,0.000,1.831
0.095,-0.000,1.056,2.075,-0.610,1.160
0.097,0.002,1.055,1.892,0.122,1.160
0.096,0.005,1.044,2.380,1.160,1.099
0.094,0.004,1.033,3.784,1.709,0.610
0.098,-0.010,1.055,5.310,1.587,0.061
0.095,-0.017,1.079,5.249,1.831,0.305
0.092,-0.010,1.098,5.188,3.052,1.221
0.089,-0.004,1.087,6.165,4.883,1.221
0.090,0.001,1.064,5.859,6.836,0.854
0.093,0.002,1.038,5.249,7.812,0.000
0.098,-0.004,1.028,4.517,7.690,-0.427
0.110,-0.013,1.022,3.662,7.324,-0.610
0.108,-0.003,1.004,4.028,7.141,-0.610
0.113,0.003,0.977,3.906,6.714,-0.854
0.129,-0.023,0.978,3.357,5.188,-1.587
0.141,-0.040,1.006,2.563,2.930,-1.404
0.138,-0.027,1.009,1.892,2.625,0.244
0.132,-0.020,1.008,2.014,2.747,1.160
0.130,-0.018,1.019,2.563,2.686,1.404
0.125,-0.022,1.032,4.822,3.113,1.648
0.109,-0.009,1.018,5.615,4.028,2.563
0.110,-0.000,0.997,4.395,4.333,2.930
0.111,-0.001,0.998,2.014,3.052,1.953
0.116,0.003,0.985,0.488,2.197,1.282
0.114,0.001,0.974,-0.183,2.014,0.366
0.122,-0.007,0.976,-0.305,1.343,-0.183

-0.214,-0.668,3.104,63.416,-180.176,24.048
-0.494,-0.236,3.298,63.049,-115.051,50.232
-0.717,0.171,2.678,47.913,-38.513,50.842
-0.715,0.306,1.989,22.644,7.690,37.476
-0.520,0.172,1.549,-4.456,23.926,15.259
-0.330,-0.026,1.327,-25.024,30.823,-4.028
-0.190,-0.197,1.072,-26.123,35.278,-12.817
-0.112,-0.156,0.880,-20.264,32.410,-7.385
-0.103,-0.098,0.853,-11.963,20.569,-4.211
-0.120,-0.144,0.802,-4.944,9.705,-4.639
-0.141,-0.105,0.848,-1.770,-4.028,0.977
-0.178,-0.070,0.953,-2.869,-19.348,4.944
-0.232,-0.030,1.079,-5.371,-29.419,5.127
-0.255,-0.042,1.139,-8.240,-34.729,3.113
-0.277,-0.026,1.256,-13.977,-37.292,1.587
-0.273,-0.026,1.388,-17.578,-35.217,-1.648
-0.261,-0.085,1.467,-19.287,-26.001,-6.653
-0.234,-0.099,1.451,-18.616,-12.390,-7.263
-0.209,-0.116,1.401,-16.785,1.831,-6.104
-0.202,-0.012,1.312,-4.150,17.944,-5.249
-0.184,-0.069,1.113,1.221,32.898,-9.460
-0.155,-0.064,0.969,2.686,39.490,-11.047
-0.118,-0.062,0.895,2.625,35.767,-9.766
-0.092,-0.100,0.816,4.883,30.762,-10.681
-0.086,-0.090,0.746,7.202,23.315,-8.911
-0.102,-0.089,0.753,5.249,13.245,-6.287
-0.108,-0.080,0.857,2.808,1.770,-3.418
-0.121,-0.110,1.022,-0.061,-5.981,-1.709
-0.131,-0.143,1.192,-0.793,-7.874,0.549
-0.140,-0.187,1.389,-0.793,-4.761,3.662
-0.152,-0.215,1.566,-4.150,3.723,7.385
-0.178,-0.248,1.773,-12.024,16.479,11.963
-0.216,-0.232,1.980,-22.339,32.410,16.113
-0.283,-0.169,2.094,-33.325,54.749,18.738
-0.389,-0.072,2.065,-44.800,79.834,17.761
-0.479,0.076,1.873,-50.415,103.943,15.137
-0.484,0.137,1.625,-55.542,122.009,8.850
-0.398,0.104,1.416,-57.983,132.507,-0.977
-0.311,0.123,1.181,-56.274,139.465,-9.094
-0.242,0.073,0.944,-51.453,144.958,-17.639
-0.170,0.104,0.739,-47.241,144.775,-21.240
-0.039,0.118,0.564,-40.771,138.428,-20.691
0.025,0.075,0.399,-27.161,131.287,-22.583
0.086,0.054,0.406,-13.000,114.441,-22.400
0.136,-0.010,0.500,-5.554,97.961,-19.836
0.140,-0.010,0.602,0.854,86.548,-15.442
0.122,0.020,0.624,6.836,80.078,-11.719
0.113,0.031,0.633,8.850,74.280,-11.169
0.104,0.027,0.657,8.850,66.711,-12.207
0.128,0.068,0.632,8.545,59.753,-12.939
0.154,0.044,0.672,12.268,53.406,-16.785
0.188,-0.030,0.646,14.343,48.645,-21.118
0.214,-0.055,0.641,15.930,43.396,-20.142
0.231,-0.082,0.680,17.456,35.522,-17.883
0.245,-0.101,0.687,16.479,28.320,-15.015
0.257,-0.109,0.659,13.184,20.569,-10.681
0.254,-0.099,0.691,9.949,10.315,-6.775
0.253,-0.125,0.731,6.287,-0.671,-3.967
0.232,-0.080,0.765,2.625,-8.972,1.648
0.199,-0.036,0.820,-2.258,-15.991,5.859
0.192,-0.043,0.905,-4.395,-21.851,6.897
0.177,-0.047,0.986,-5.676,-25.635,8.057
0.167,-0.029,1.053,-6.226,-26.611,9.949
0.151,-0.022,1.109,-4.333,-25.146,10.437
0.134,0.003,1.115,-1.587,-21.179,10.559
0.133,0.006,1.121,-0.183,-17.029,9.705
0.132,0.013,1.118,1.648,-13.000,9.094
0.128,0.031,1.089,3.784,-8.789,8.484
0.131,0.040,1.062,3.967,-6.104,7.324
0.133,0.047,1.050,4.028,-5.188,5.554
0.136,0.056,1.025,3.784,-5.005,4.028
0.146,0.056,1.003,2.380,-5.493,2.747
0.153,0.041,1.021,1.221,-6.897,1.160
0.157,0.040,1.046,0.977,-7.812,0.244
0.163,0.028,1.046,1.526,-6.592,-0.610
0.168,0.012,1.053,3.052,-5.798,-1.465
0.155,0.022,1.050,4.883,-4.761,-1.343
0.143,0.029,1.052,5.432,-4.883,-1.343
0.148,0.003,1.088,3.601,-6.042,-2.258
0.144,-0.004,1.134,1.465,-7.263,-2.014
0.145,0.006,1.139,0.122,-5.920,-0.671
0.151,0.002,1.115,0.000,-3.845,-0.671
0.147,0.005,1.104,0.671,-2.319,-0.977
0.153,0.006,1.079,1.526,0.000,-0.671
0.164,-0.005,1.050,2.380,1.709,-0.732
0.170,-0.010,1.008,3.845,2.808,-0.610
0.149,0.005,0.975,3.845,2.808,0.488
0.143,0.024,0.995,1.648,0.244,1.770
0.151,-0.012,1.051,-0.061,-3.052,0.671
0.156,-0.020,1.074,-0.488,-3.357,0.854
0.154,-0.006,1.060,-0.244,-1.709,2.136
0.141,-0.001,1.063,0.488,-0.610,2.197
0.121,0.025,1.053,0.793,0.732,2.441
0.128,0.034,1.034,1.587,1.160,2.075
0.136,0.015,1.013,1.099,1.099,0.061
0.147,0.017,0.988,-0.122,0.916,-0.183
0.156,0.007,0.969,-0.122,0.488,-0.061
0.147,0.005,1.002,0.061,-0.244,-0.244
0.145,0.007,1.018,1.404,-0.122,0.000
0.146,0.006,1.003,3.601,1.099,-0.122
0.146,0.003,0.991,4.211,1.221,-0.244
0.145,0.008,0.987,3.662,0.305,-0.122
0.133,0.026,0.999,2.686,-1.221,0.000
0.137,0.014,1.034,1.465,-2.808,-1.160
0.152,-0.016,1.071,0.610,-3.601,-2.075
0.162,-0.033,1.077,0.916,-2.502,-1.343
0.156,-0.025,1.069,1.282,-0.549,0.183
0.135,0.007,1.048,1.343,0.854,1.892
0.139,0.010,1.060,0.244,0.122,1.831
0.147,-0.003,1.082,-0.732,-0.793,0.610
0.148,0.009,1.071,-0.549,0.488,1.038
0.132,0.036,1.046,0.854,2.380,1.465
0.130,0.049,1.028,1.038,2.991,0.854
0.144,0.024,1.049,1.099,2.136,-0.671
0.158,-0.006,1.073,0.916,1.343,-1.953
0.157,-0.003,1.084,0.732,1.770,-1.160
0.145,0.016,1.065,0.977,2.869,-0.183
0.141,0.013,1.063,-0.549,2.930,-0.183
0.150,0.010,1.096,-2.258,1.953,0.061

-0.574,-0.533,2.361,45.471,-258.545,19.775
-0.595,-0.358,2.711,29.907,-207.947,37.109
-0.657,-0.188,3.004,18.311,-153.809,44.800
-0.744,-0.112,2.948,11.597,-93.323,45.776
-0.831,0.117,2.510,10.010,-33.997,51.453
-0.848,0.251,1.927,4.211,7.690,49.133
-0.767,0.242,1.507,-1.587,29.053,32.837
-0.649,0.060,1.300,-7.935,36.194,9.277
-0.520,-0.126,1.204,-12.451,36.499,-4.883
-0.451,-0.178,1.219,-10.925,32.959,-6.287
-0.448,-0.177,1.257,-8.850,29.419,-3.540
-0.474,-0.141,1.371,-13.062,26.001,1.160
-0.481,-0.110,1.471,-13.123,27.283,5.310
-0.505,-0.065,1.530,-12.756,33.997,5.859
-0.554,-0.006,1.528,-17.761,43.396,2.991
-0.573,0.034,1.506,-23.621,53.223,-1.953
-0.540,0.031,1.539,-29.907,61.768,-8.484
-0.516,-0.004,1.578,-30.579,74.463,-15.259
-0.506,-0.009,1.614,-29.175,88.562,-18.250
-0.486,0.000,1.608,-28.198,104.797,-18.494
-0.459,-0.018,1.630,-28.198,120.117,-18.982
-0.428,-0.048,1.656,-29.480,135.620,-19.958
-0.426,-0.051,1.592,-30.396,152.893,-18.860
-0.424,-0.006,1.463,-27.344,168.884,-15.930
-0.455,0.108,1.262,-24.841,181.030,-13.794
-0.462,0.198,1.061,-30.945,188.904,-18.555
-0.339,0.137,0.933,-35.278,185.303,-32.227
-0.237,0.080,0.815,-31.982,177.734,-41.748
-0.173,0.021,0.608,-30.334,178.833,-45.288
-0.098,0.017,0.523,-24.353,166.809,-41.321
-0.044,0.039,0.477,-16.724,152.405,-35.706
0.009,0.060,0.406,-10.254,140.015,-32.043
0.070,0.039,0.405,-5.615,126.404,-31.006
0.126,-0.018,0.428,0.610,114.014,-30.396
0.175,-0.072,0.461,10.681,103.760,-27.100
0.179,-0.052,0.474,19.287,95.703,-21.301
0.176,-0.029,0.490,26.123,87.646,-17.883
0.164,-0.012,0.486,29.785,78.735,-16.907
0.169,0.001,0.470,30.762,69.397,-16.296
0.182,-0.015,0.496,29.114,57.373,-16.968
0.222,-0.082,0.563,26.184,43.945,-18.005
0.251,-0.155,0.633,22.949,32.654,-16.479
0.261,-0.189,0.723,21.240,23.499,-10.803
0.243,-0.192,0.807,21.057,15.686,-3.845
0.210,-0.123,0.818,17.090,10.315,4.761
0.189,-0.058,0.805,12.756,4.578,10.559
0.185,-0.030,0.800,8.301,-1.831,11.658
0.174,-0.030,0.820,0.977,-6.836,11.475
0.173,-0.018,0.871,-2.319,-12.756,12.085
0.168,0.008,0.895,-0.916,-15.747,12.573
0.148,0.029,0.894,1.526,-16.174,11.353
0.143,0.040,0.915,4.639,-17.151,9.644
0.139,0.018,0.964,5.432,-18.921,7.202
0.146,-0.002,1.030,4.456,-19.775,6.104
0.148,-0.019,1.110,3.357,-18.921,5.737
0.133,0.010,1.111,6.042,-15.137,6.165
