aX,aY,aZ,gX,gY,gZ
-0.147,-0.027,0.975,10.437,-2.686,8.667
-0.134,-0.038,0.988,9.399,-4.822,5.432
-0.126,-0.044,1.013,6.470,-7.019,2.869
-0.134,-0.108,1.027,1.831,-6.714,-0.183
-0.142,-0.166,1.048,0.793,-7.080,-0.916
-0.135,-0.147,1.072,0.122,-6.592,2.563
-0.134,-0.137,1.089,0.854,-5.066,5.371
-0.134,-0.133,1.067,3.601,-3.052,6.592
-0.129,-0.107,1.042,5.798,-0.977,7.812
-0.129,-0.101,1.006,7.324,-0.122,8.057
-0.125,-0.097,0.975,8.545,0.061,7.629
-0.123,-0.088,0.999,8.118,-1.770,7.019
-0.128,-0.093,0.980,4.822,-2.258,5.066
-0.131,-0.120,0.963,4.150,-3.296,3.174
-0.128,-0.142,0.991,5.920,-5.920,2.686
-0.118,-0.130,1.046,5.188,-7.019,3.784
-0.122,-0.130,1.041,3.540,-5.188,4.211
-0.115,-0.133,1.012,3.601,-2.441,4.822
-0.108,-0.140,0.996,3.601,-1.526,5.066
-0.111,-0.147,0.953,5.188,-1.526,5.310
-0.112,-0.131,0.947,7.385,-3.479,6.287
-0.120,-0.116,0.990,9.277,-6.653,6.348
-0.125,-0.115,1.021,8.484,-8.423,5.432
-0.121,-0.112,1.024,4.883,-6.958,4.761
-0.121,-0.120,1.032,3.357,-5.493,4.028
-0.130,-0.145,1.028,3.601,-4.761,3.235
-0.133,-0.157,1.016,5.432,-4.395,3.784
-0.124,-0.142,1.005,6.958,-4.456,5.310
-0.115,-0.125,1.001,5.310,-4.272,6.226
-0.121,-0.143,0.984,3.662,-4.089,5.249
-0.125,-0.158,0.980,4.578,-5.066,5.432
-0.122,-0.137,0.989,7.080,-7.202,6.836
-0.124,-0.100,1.041,7.080,-9.399,6.836
-0.136,-0.094,1.080,0.916,-7.996,4.395
-0.147,-0.111,1.062,-3.052,-4.700,1.770
-0.151,-0.142,1.056,-1.892,-3.967,0.183
-0.145,-0.148,1.055,1.709,-3.967,0.610
-0.136,-0.118,1.048,1.831,-2.747,2.014
-0.136,-0.136,1.015,-2.136,-0.671,1.160
-0.135,-0.153,1.001,-2.014,-1.221,0.488
-0.138,-0.143,1.024,1.648,-3.662,1.770
-0.145,-0.128,1.064,5.005,-5.554,2.319
-0.144,-0.123,1.063,6.226,-5.188,2.014
-0.141,-0.119,1.063,5.798,-4.272,1.831
-0.146,-0.138,1.051,5.554,-3.540,1.282
-0.148,-0.147,1.036,7.629,-3.174,1.282
-0.144,-0.151,1.034,10.681,-3.479,2.319
-0.131,-0.148,1.017,11.169,-3.662,2.625
-0.129,-0.146,1.021,7.996,-3.662,2.502
-0.128,-0.155,1.005,7.507,-3.418,2.136
-0.132,-0.151,1.007,8.545,-3.601,2.625
-0.126,-0.146,1.009,10.254,-4.089,3.235
-0.119,-0.136,1.001,9.583,-3.662,3.723
-0.124,-0.163,0.994,7.874,-3.357,2.747
-0.128,-0.176,0.984,8.728,-3.418,2.747
-0.130,-0.167,0.990,10.437,-4.395,4.028
-0.127,-0.157,0.979,11.353,-4.944,4.761
-0.128,-0.147,0.986,11.108,-5.676,4.761
-0.135,-0.151,1.002,11.230,-6.470,4.333
-0.136,-0.160,1.001,11.597,-6.409,3.723
-0.136,-0.169,1.003,11.230,-5.798,3.662
-0.136,-0.168,1.013,10.132,-5.737,3.906
-0.132,-0.167,1.008,8.972,-5.066,4.211
-0.130,-0.169,0.989,8.484,-4.395,4.333
-0.128,-0.159,0.976,8.179,-4.456,4.700
-0.132,-0.144,0.979,8.179,-5.493,4.761

-0.380,-0.690,1.977,71.838,145.325,-96.741
-0.311,-0.853,1.888,67.871,182.312,-77.576
-0.215,-0.883,1.624,67.627,215.149,-50.293
-0.126,-0.872,1.296,69.580,235.474,-21.301
-0.027,-0.873,0.958,71.594,241.699,3.662
0.083,-0.826,0.664,70.679,231.689,25.513
0.185,-0.762,0.484,75.012,207.214,44.434
0.261,-0.668,0.455,78.125,173.950,60.425
0.297,-0.718,0.481,68.176,142.883,65.125
0.304,-0.844,0.517,60.242,115.601,68.054
0.299,-0.906,0.538,62.988,92.590,79.956
0.291,-0.874,0.530,71.411,72.266,99.182
0.263,-0.837,0.445,84.167,54.626,119.263
0.204,-0.867,0.326,100.220,35.645,137.268
0.134,-0.983,0.232,105.835,16.174,156.311
0.061,-1.159,0.186,106.750,-5.737,181.885
-0.039,-1.283,0.265,101.257,-29.968,219.910
-0.154,-1.351,0.288,87.891,-51.147,269.104
-0.258,-1.191,0.350,82.153,-72.693,328.308
-0.258,-0.810,0.245,97.046,-101.135,387.207
-0.289,-0.279,0.166,108.215,-145.691,429.382
-0.186,0.080,0.239,91.736,-190.125,435.120
-0.123,0.334,0.412,87.891,-235.779,414.612
-0.111,0.504,0.533,100.464,-274.597,381.042
-0.135,0.606,0.624,109.741,-299.805,339.294
-0.176,0.481,0.768,115.723,-316.162,291.382
-0.258,0.304,0.767,106.567,-314.087,253.235
-0.384,0.177,0.511,85.327,-298.828,231.628
-0.386,0.021,0.370,60.669,-292.236,219.788
-0.368,0.210,0.595,55.847,-308.838,222.534
-0.373,0.265,0.996,65.186,-321.716,213.806
-0.382,0.100,1.143,67.505,-299.011,189.026
-0.360,-0.170,0.992,53.101,-251.038,164.246
-0.334,-0.318,0.854,38.208,-215.698,152.954
-0.255,-0.268,0.950,29.114,-201.843,150.940
-0.231,-0.205,1.132,36.377,-193.115,145.508
-0.327,-0.148,1.135,60.730,-174.988,129.211
-0.404,-0.057,1.046,85.571,-153.931,108.398
-0.442,0.014,0.931,100.586,-136.963,83.435
-0.536,0.078,0.836,104.431,-125.122,53.711
-0.625,0.108,0.827,105.713,-120.483,17.273
-0.681,0.110,0.857,109.009,-119.629,-22.522
-0.727,0.023,0.997,116.333,-119.141,-65.613
-0.742,-0.113,1.175,128.601,-114.990,-105.652
-0.775,-0.298,1.171,130.188,-95.520,-140.381
-0.802,-0.595,1.165,121.582,-72.510,-167.114
-0.774,-0.880,1.240,113.647,-57.312,-180.725
-0.765,-0.911,1.290,102.661,-41.504,-174.377
-0.715,-0.744,1.453,90.576,-29.480,-160.278
-0.695,-0.534,1.530,79.224,-11.169,-153.748
-0.718,-0.384,1.450,70.801,16.968,-162.659
-0.750,-0.283,1.332,66.223,43.945,-182.373
-0.818,-0.151,1.294,61.462,62.012,-204.346
-0.886,-0.075,1.293,54.626,77.332,-229.797
-0.910,-0.110,1.266,45.166,98.389,-259.216
-0.879,-0.189,1.193,39.551,122.375,-285.339
-0.850,-0.219,1.155,37.598,141.113,-306.213
-0.757,-0.212,1.165,36.804,152.649,-323.975
-0.691,-0.213,1.325,26.184,162.598,-343.933
-0.724,-0.172,1.521,8.484,181.885,-366.028
-0.827,-0.235,1.626,-9.583,215.576,-395.325
-0.909,-0.473,1.520,-10.986,248.779,-431.824
-1.023,-0.825,1.502,-36.377,274.902,-459.167
-1.155,-1.151,1.366,-74.646,302.856,-457.214
-1.110,-1.494,1.114,-98.938,324.280,-424.316
-0.995,-1.647,0.850,-110.229,328.918,-359.985
-0.855,-1.604,0.416,-88.562,310.486,-281.433
-0.633,-1.504,0.248,-27.039,257.446,-205.750
-0.493,-1.435,0.152,41.626,192.932,-134.216
-0.326,-1.056,0.203,65.002,141.357,-55.908
-0.151,-0.518,0.354,74.829,99.792,8.179
-0.044,-0.190,0.508,87.158,67.017,33.569
-0.011,-0.146,0.521,79.712,51.453,28.320
-0.016,-0.229,0.389,55.420,46.326,16.418
-0.032,-0.293,0.322,39.185,32.349,11.108
-0.037,-0.298,0.443,35.095,5.554,12.024
-0.055,-0.283,0.615,32.715,-17.639,13.367
-0.092,-0.313,0.719,25.574,-29.114,13.306
-0.127,-0.300,0.860,16.052,-35.950,14.343
-0.139,-0.262,1.053,6.531,-39.063,18.127
-0.144,-0.281,1.196,11.475,-33.569,22.156
-0.162,-0.280,1.195,26.733,-20.630,27.527
-0.152,-0.193,1.062,32.043,-5.981,34.424
-0.137,-0.126,0.982,29.846,1.404,36.133
-0.140,-0.123,1.002,26.489,1.587,31.677
-0.134,-0.102,0.990,22.339,2.686,26.428
-0.129,-0.061,0.948,16.907,5.249,20.447
-0.140,-0.051,0.928,8.911,5.981,11.902
-0.147,-0.089,0.884,0.793,5.859,2.686
-0.150,-0.153,0.867,-5.127,2.869,-4.211
-0.161,-0.233,0.923,-9.399,-2.563,-7.568
-0.167,-0.290,0.982,-9.949,-6.348,-8.423
-0.159,-0.308,1.030,-6.836,-7.385,-6.226
-0.153,-0.310,1.069,-2.625,-6.897,-3.235
-0.152,-0.323,1.057,-2.197,-3.357,-0.732
-0.169,-0.350,1.022,-2.625,-0.183,1.526
-0.182,-0.352,1.001,1.160,0.183,5.310
-0.176,-0.311,0.977,6.226,-1.953,9.766
-0.166,-0.236,0.967,8.606,-4.028,12.817
-0.167,-0.189,0.994,8.850,-5.554,12.512
-0.180,-0.179,1.010,8.972,-6.531,9.216
-0.186,-0.170,1.003,6.531,-5.127,5.859
-0.185,-0.177,0.994,3.052,-4.272,2.075
-0.192,-0.218,1.026,1.648,-4.700,-1.709
-0.191,-0.285,1.031,1.770,-4.333,-3.845
-0.180,-0.322,1.014,-0.793,-2.747,-2.686
-0.177,-0.342,1.013,-1.099,-1.709,0.427
-0.175,-0.318,1.015,1.465,-1.343,4.700
-0.168,-0.260,1.012,3.418,-1.221,8.606
-0.172,-0.229,1.001,0.732,-0.427,8.911
-0.170,-0.229,0.993,-2.808,0.610,6.714
-0.169,-0.232,0.999,-1.770,-0.061,5.432
-0.172,-0.240,0.993,1.526,-0.671,4.456
-0.167,-0.232,0.968,3.906,-0.244,3.906
-0.153,-0.221,0.950,3.967,-0.488,2.930
-0.152,-0.232,0.971,0.977,-1.221,1.160
-0.152,-0.255,0.959,0.427,-1.282,-0.427
-0.150,-0.260,0.953,2.014,-1.770,-0.305
-0.154,-0.252,0.966,3.418,-3.113,0.244

-0.325,-0.603,1.586,-2.502,149.841,-31.677
-0.271,-0.565,1.439,4.700,171.570,-16.418
-0.217,-0.436,1.270,24.109,184.814,2.747
-0.140,-0.314,1.117,40.833,191.711,18.433
-0.059,-0.302,0.967,43.640,192.993,20.142
0.007,-0.382,0.904,41.565,183.594,14.648
0.057,-0.509,0.931,43.152,166.809,11.475
0.116,-0.662,0.959,45.227,149.597,12.207
0.143,-0.841,1.008,44.678,135.010,18.738
0.173,-0.948,1.075,45.654,122.314,32.654
0.198,-0.935,1.038,53.589,115.234,53.955
0.217,-0.899,0.939,70.251,108.093,75.378
0.218,-0.888,0.892,83.313,96.802,92.712
0.203,-0.890,0.894,86.487,83.618,106.995
0.170,-0.922,0.806,89.905,73.120,122.314
0.144,-0.971,0.617,91.187,63.782,142.944
0.109,-1.036,0.313,89.111,48.767,167.664
0.035,-1.128,0.046,99.121,18.188,195.801
-0.096,-1.194,-0.005,101.257,-22.278,229.126
-0.245,-1.338,0.035,97.473,-62.378,266.602
-0.381,-1.166,0.253,117.004,-108.398,320.190
-0.375,-0.625,0.400,163.879,-155.701,382.690
-0.258,0.090,0.528,214.966,-207.886,422.729
-0.151,0.473,0.629,230.286,-246.643,409.668
-0.006,0.562,0.570,185.486,-254.333,359.619
-0.006,0.570,0.426,135.559,-255.920,306.458
0.041,0.405,0.437,97.229,-265.503,261.230
0.013,0.188,0.510,89.905,-284.363,227.600
-0.069,0.103,0.545,77.637,-290.161,207.092
-0.101,-0.079,0.328,80.811,-289.795,190.613
-0.167,-0.179,0.411,17.700,-297.974,189.941
-0.175,-0.134,0.620,-32.288,-307.190,204.895
-0.120,0.101,0.912,-44.006,-306.152,215.698
-0.078,0.291,1.078,-21.667,-291.565,212.280
-0.062,0.304,1.126,-14.954,-258.911,191.833
-0.057,0.222,1.073,-2.441,-223.816,166.382
-0.067,0.104,0.798,5.676,-188.354,143.860
-0.054,0.010,0.571,-0.610,-164.062,126.221
-0.121,-0.018,0.700,16.541,-169.800,112.732
-0.179,0.059,0.705,51.819,-173.157,99.243
-0.262,0.088,0.590,75.134,-166.077,76.843
-0.406,0.053,0.607,92.041,-168.152,46.936
-0.487,-0.043,0.661,108.093,-172.485,15.747
-0.549,-0.218,0.651,111.389,-168.945,-14.404
-0.602,-0.403,0.757,117.737,-169.250,-40.894
-0.632,-0.521,1.001,121.582,-172.302,-57.800
-0.664,-0.600,1.265,124.451,-168.335,-69.580
-0.744,-0.721,1.468,118.225,-150.696,-80.750
-0.815,-0.829,1.560,99.365,-118.835,-86.853
-0.821,-0.940,1.562,78.491,-81.238,-89.050
-0.843,-0.847,1.594,59.143,-45.654,-83.252
-0.857,-0.658,1.620,46.753,-13.611,-76.355
-0.850,-0.448,1.511,34.973,18.921,-78.796
-0.861,-0.300,1.437,22.034,44.678,-92.163
-0.882,-0.163,1.417,17.151,62.439,-114.380
-0.878,0.068,1.386,17.090,77.759,-139.343
-0.866,0.258,1.416,11.108,92.896,-168.396
-0.839,0.110,1.384,10.681,111.755,-213.745
-0.825,-0.077,1.231,10.864,136.841,-259.399
-0.767,-0.124,1.139,4.211,155.090,-289.490
-0.691,-0.106,1.216,0.610,159.363,-312.378
-0.643,-0.106,1.431,-6.653,164.429,-339.783
-0.681,-0.082,1.670,-23.193,184.509,-371.704
-0.811,-0.162,1.762,-44.983,219.727,-406.860
-0.900,-0.278,1.700,-75.684,254.150,-439.697
-0.982,-0.422,1.592,-109.924,281.799,-466.980
-1.118,-0.754,1.550,-149.109,301.270,-487.366
-1.183,-1.234,1.444,-222.839,311.035,-482.361
-1.215,-1.600,1.253,-305.420,308.594,-437.073
-0.981,-1.593,0.755,-250.183,301.086,-364.014
-0.710,-1.592,0.556,-127.625,259.583,-289.856
-0.456,-1.480,0.447,-1.465,203.247,-212.158
-0.257,-1.045,0.511,49.683,165.039,-124.451
-0.087,-0.523,0.518,63.477,145.691,-55.481
0.019,-0.191,0.526,68.481,130.066,-24.414
0.049,-0.135,0.509,67.932,113.831,-24.719
0.037,-0.256,0.493,61.523,96.924,-32.959
0.054,-0.393,0.471,64.880,77.454,-32.654
0.089,-0.470,0.516,72.144,55.054,-20.813
0.122,-0.492,0.589,76.660,34.546,-5.371
0.129,-0.437,0.658,71.777,20.630,9.705
0.100,-0.385,0.712,56.885,12.146,19.836
0.067,-0.333,0.776,46.631,3.113,25.635
0.035,-0.218,0.834,44.678,-5.798,32.288
0.017,-0.071,0.855,41.687,-10.193,37.415
0.002,0.049,0.887,33.813,-11.658,36.743
-0.010,0.108,0.946,24.902,-13.306,30.640
-0.006,0.090,0.997,17.090,-13.245,21.057
0.005,-0.001,1.046,10.315,-12.268,10.437
0.018,-0.089,1.054,6.897,-10.559,3.113
0.032,-0.160,0.997,3.418,-7.263,0.366
0.043,-0.205,0.937,2.197,-5.798,0.122
0.062,-0.179,1.005,2.441,-9.094,1.343
0.046,-0.154,1.107,0.671,-10.864,2.441
0.023,-0.203,1.035,0.610,-4.517,1.160
0.013,-0.236,0.966,1.282,-0.732,2.502
0.012,-0.222,1.008,4.150,-4.578,6.042
0.012,-0.174,1.029,5.371,-6.775,9.583
0.003,-0.127,1.044,2.747,-6.470,9.766
-0.001,-0.101,1.062,-1.404,-6.653,6.592
-0.005,-0.102,1.046,-3.418,-5.798,2.075
-0.005,-0.135,1.029,-1.587,-5.127,-1.831
-0.003,-0.158,1.041,1.831,-5.981,-3.113
0.005,-0.159,1.064,3.052,-5.554,-2.258
0.009,-0.193,1.074,2.258,-4.089,-2.380
0.008,-0.237,1.057,0.977,-1.526,-1.404
0.010,-0.251,1.018,0.305,0.671,2.014
0.004,-0.238,1.010,2.075,-0.610,6.165
-0.001,-0.188,1.032,3.784,-3.113,9.827
-0.011,-0.139,1.066,4.700,-4.517,11.230
-0.017,-0.108,1.064,3.723,-4.822,9.460
-0.018,-0.089,1.053,0.916,-4.395,6.653
-0.020,-0.091,1.073,0.977,-4.333,3.540
-0.014,-0.103,1.064,4.028,-3.601,0.977
-0.006,-0.127,1.024,6.348,-1.709,-1.099
0.003,-0.145,1.001,7.568,-0.305,-1.953
0.020,-0.165,0.974,7.629,-0.488,-2.747
0.034,-0.184,0.971,5.554,-1.709,-3.296
0.036,-0.216,0.970,1.465,-1.892,-3.296

-0.847,-1.461,1.007,-58.350,-130.432,261.963
-0.760,-0.979,0.951,15.564,-151.306,335.144
-0.651,-0.489,0.884,102.661,-180.664,376.404
-0.596,-0.336,1.150,172.852,-225.586,375.610
-0.596,-0.444,1.469,212.463,-257.629,354.187
-0.416,-0.420,2.106,214.233,-258.240,340.576
-0.386,-0.401,2.599,176.453,-217.163,354.675
-0.406,-0.176,2.054,97.107,-103.333,374.634
-0.351,0.055,1.548,22.400,-20.935,374.390
-0.400,-0.019,1.705,-16.113,-7.446,354.126
-0.425,-0.128,1.796,-37.842,9.644,331.787
-0.388,-0.150,1.688,-47.180,42.542,316.833
-0.420,-0.185,1.647,-46.143,63.782,300.598
-0.412,-0.062,1.586,-44.495,81.848,282.959
-0.400,0.069,1.433,-45.471,98.206,262.146
-0.385,0.096,1.195,-46.143,109.192,232.117
-0.343,0.128,0.948,-45.959,110.535,198.547
-0.301,0.165,0.866,-40.466,96.680,165.649
-0.265,0.185,0.934,-36.804,77.271,132.141
-0.208,0.237,1.098,-34.424,62.134,102.112
-0.139,0.352,1.346,-32.959,55.420,73.975
-0.103,0.388,1.501,-27.893,63.171,40.100
-0.067,0.349,1.504,-14.954,79.224,4.822
-0.080,0.240,1.519,-3.845,94.910,-28.015
-0.078,0.223,1.533,11.169,114.990,-58.167
-0.038,0.307,1.541,25.940,139.771,-82.214
-0.077,0.313,1.441,44.617,167.480,-111.145
-0.143,0.199,1.170,52.612,201.233,-144.104
-0.184,0.028,0.904,31.677,228.394,-171.692
-0.251,-0.139,0.697,10.071,239.624,-189.026
-0.299,-0.250,0.490,9.705,237.854,-197.815
-0.297,-0.406,0.331,21.240,223.938,-198.547
-0.132,-0.419,0.239,48.462,199.097,-184.448
0.052,-0.090,0.308,71.838,169.861,-158.447
0.163,0.161,0.339,65.186,150.330,-151.184
0.174,0.239,0.367,30.640,142.090,-168.945
0.170,0.080,0.276,-1.953,139.099,-199.768
0.194,-0.069,0.173,-13.855,130.066,-219.788
0.213,-0.176,0.146,-12.756,109.924,-224.060
0.243,-0.261,0.167,-14.343,88.745,-220.398
0.250,-0.340,0.120,-17.151,72.998,-215.027
0.269,-0.386,0.024,-13.733,55.603,-207.886
0.301,-0.398,-0.050,-9.583,31.616,-199.646
0.278,-0.383,-0.046,-18.555,2.075,-195.312
0.212,-0.464,0.010,-40.405,-26.428,-198.853
0.128,-0.642,0.103,-61.035,-51.147,-202.698
0.069,-0.769,0.234,-71.106,-74.951,-195.007
0.038,-0.789,0.439,-73.975,-96.802,-175.293
0.008,-0.801,0.575,-74.524,-107.788,-153.564
-0.000,-0.887,0.621,-85.083,-105.164,-133.911
-0.018,-0.994,0.631,-105.652,-98.938,-115.723
-0.050,-1.095,0.629,-112.000,-101.624,-96.313
-0.110,-1.205,0.648,-119.934,-109.253,-68.726
-0.180,-1.255,0.673,-153.198,-112.244,-30.945
-0.264,-1.290,0.814,-152.649,-127.197,7.446
-0.359,-1.280,1.099,-109.436,-151.611,48.523
-0.456,-1.216,1.410,-56.946,-167.908,93.506
-0.488,-1.067,1.589,-23.071,-163.086,137.329
-0.444,-0.812,1.622,5.676,-148.926,172.607
-0.368,-0.543,1.600,35.461,-136.353,194.214
-0.286,-0.356,1.568,55.603,-123.596,197.449
-0.227,-0.307,1.487,63.232,-110.413,185.181
-0.181,-0.340,1.432,52.917,-97.412,166.870
-0.167,-0.314,1.399,41.626,-88.013,153.687
-0.188,-0.264,1.332,39.368,-80.078,142.883
-0.183,-0.209,1.281,34.790,-71.167,131.104
-0.187,-0.150,1.236,26.855,-64.270,119.568
-0.194,-0.187,1.187,13.000,-55.969,104.553
-0.188,-0.351,1.180,-8.057,-45.532,88.318
-0.166,-0.452,1.214,-32.349,-35.339,81.177
-0.103,-0.322,1.215,-49.255,-24.048,84.045
-0.065,-0.197,1.246,-45.349,-17.639,82.764
-0.060,-0.195,1.197,-38.696,-9.644,70.313
-0.066,-0.244,1.119,-35.767,-0.671,55.969
-0.067,-0.274,1.062,-30.701,4.578,46.875
-0.068,-0.262,0.995,-25.452,8.301,40.894
-0.058,-0.251,0.921,-21.179,10.071,35.339
-0.039,-0.255,0.865,-18.677,8.484,29.358
-0.032,-0.281,0.883,-17.761,2.991,22.888
-0.010,-0.275,0.942,-15.015,-3.418,17.456
0.027,-0.257,0.978,-7.935,-7.446,13.184
0.029,-0.292,0.985,-1.099,-9.399,7.263
-0.001,-0.349,0.954,2.747,-8.911,2.319
-0.005,-0.371,0.932,3.540,-7.751,2.197
0.003,-0.369,0.925,3.357,-7.141,3.479
-0.002,-0.319,0.944,2.686,-6.714,4.761
-0.023,-0.311,0.960,2.747,-6.897,3.662
-0.037,-0.375,0.963,-0.671,-5.920,-0.061
-0.043,-0.421,0.944,-3.601,-4.517,-1.404
-0.040,-0.409,0.933,-3.174,-4.150,0.427
-0.028,-0.375,0.950,-0.183,-4.944,2.686
-0.026,-0.366,0.934,2.136,-5.005,3.235
-0.025,-0.379,0.919,1.465,-4.211,2.930
-0.020,-0.359,0.940,0.732,-5.127,2.991
-0.011,-0.360,0.934,0.366,-5.737,2.319
-0.021,-0.378,0.932,1.038,-5.981,1.099
-0.036,-0.391,0.945,2.441,-7.324,0.732
-0.046,-0.393,0.964,2.258,-7.874,1.038
-0.055,-0.390,0.976,2.869,-7.568,1.648
-0.060,-0.403,0.957,3.174,-6.348,1.709
-0.078,-0.385,0.964,2.502,-5.981,2.441
-0.077,-0.379,0.957,3.235,-5.676,2.808
-0.063,-0.379,0.932,1.892,-4.944,2.197
-0.052,-0.386,0.933,0.305,-6.165,1.709
-0.052,-0.395,0.943,-0.061,-7.874,1.282
-0.058,-0.388,0.950,1.526,-9.399,1.770
-0.068,-0.371,0.989,3.845,-10.986,2.136
-0.085,-0.371,1.016,6.592,-11.292,1.587
-0.090,-0.383,0.993,7.385,-9.033,0.305
-0.091,-0.394,0.974,6.775,-7.690,-0.549
-0.086,-0.406,0.966,5.005,-7.568,-0.854
-0.078,-0.397,0.959,4.028,-7.629,-0.122
-0.082,-0.403,0.948,3.967,-8.057,-0.366
-0.087,-0.406,0.970,2.991,-8.911,-0.366
-0.092,-0.404,1.001,1.526,-9.460,0.000
-0.104,-0.429,1.015,0.793,-7.629,0.061
-0.107,-0.429,1.015,1.526,-5.249,1.343
-0.101,-0.418,1.007,1.343,-3.235,3.357
-0.090,-0.409,0.985,0.366,-1.160,4.150

-0.299,-1.247,1.171,-73.608,-155.640,-87.524
-0.385,-1.347,1.177,-111.023,-124.390,-57.800
-0.477,-1.527,1.166,-140.015,-97.412,-26.917
-0.518,-1.629,1.151,-128.845,-89.966,16.235
-0.547,-1.535,1.151,-87.524,-101.624,77.942
-0.585,-1.326,1.153,-43.884,-118.591,144.287
-0.605,-1.074,1.108,-11.292,-129.028,198.059
-0.599,-0.836,1.008,15.503,-138.184,231.201
-0.488,-0.536,1.008,38.452,-153.564,245.178
-0.349,-0.197,1.140,60.486,-177.368,242.615
-0.295,0.036,1.266,78.918,-198.120,218.323
-0.327,-0.022,1.380,81.604,-205.994,174.866
-0.342,-0.165,1.579,57.800,-200.317,136.841
-0.335,-0.348,1.764,25.940,-179.687,118.164
-0.324,-0.436,1.786,-5.005,-140.076,111.938
-0.296,-0.472,1.737,-36.194,-94.849,111.206
-0.277,-0.435,1.607,-51.514,-54.199,109.192
-0.231,-0.365,1.441,-45.227,-25.940,104.553
-0.168,-0.332,1.275,-36.438,-9.521,95.825
-0.111,-0.249,1.201,-33.813,-1.953,84.717
-0.059,-0.171,1.215,-20.935,-1.587,72.937
-0.027,-0.198,1.120,-7.935,2.991,56.946
-0.014,-0.237,0.955,-4.761,11.841,41.626
-0.004,-0.225,0.887,-8.240,12.390,30.273
-0.009,-0.213,0.889,-12.817,7.080,20.447
-0.021,-0.278,0.869,-16.968,2.686,8.484
-0.028,-0.359,0.872,-17.822,-1.587,-1.099
-0.036,-0.419,0.915,-16.663,-5.188,-5.493
-0.047,-0.461,0.961,-15.869,-6.470,-6.226
-0.060,-0.483,0.982,-14.832,-4.944,-5.554
-0.064,-0.502,0.964,-13.245,-1.099,-3.479
-0.053,-0.495,0.922,-12.512,3.357,0.305
-0.028,-0.429,0.904,-11.047,5.005,4.578
-0.017,-0.360,0.897,-7.874,4.517,6.592
-0.010,-0.317,0.873,-4.639,4.211,5.432
-0.015,-0.300,0.860,-0.916,3.174,2.075
-0.029,-0.331,0.860,2.258,1.526,-2.930
-0.036,-0.361,0.851,4.578,-0.366,-6.592
-0.053,-0.399,0.866,6.897,-3.174,-8.545
-0.071,-0.461,0.879,8.972,-4.944,-9.460
-0.073,-0.499,0.904,8.240,-5.798,-7.996
-0.071,-0.469,0.937,5.676,-5.798,-4.395
-0.079,-0.457,0.952,3.784,-5.310,-2.380
-0.085,-0.454,0.932,2.380,-3.967,-1.709
-0.080,-0.471,0.921,0.610,-3.479,-1.343
-0.071,-0.446,0.921,-0.732,-3.662,-0.183
-0.068,-0.408,0.934,-0.427,-4.211,0.366
-0.074,-0.416,0.921,1.099,-4.578,-1.038
-0.077,-0.440,0.902,3.296,-4.639,-2.625
-0.080,-0.445,0.913,5.676,-5.859,-2.502
-0.075,-0.438,0.940,6.836,-7.202,-2.136
-0.074,-0.431,0.951,7.324,-7.080,-2.197
-0.088,-0.434,0.961,7.751,-6.287,-3.174
-0.102,-0.451,0.952,7.385,-5.005,-3.967
-0.106,-0.469,0.928,5.310,-3.540,-3.845
-0.102,-0.463,0.932,3.113,-3.052,-2.991
-0.097,-0.453,0.927,1.953,-2.991,-1.770
-0.097,-0.469,0.916,0.183,-3.052,-1.831
-0.105,-0.458,0.926,-0.977,-4.333,-1.709
-0.118,-0.468,0.936,-0.977,-5.737,-1.526
-0.116,-0.471,0.921,-0.671,-6.287,-1.404
-0.116,-0.455,0.930,-0.183,-7.812,-0.610
-0.118,-0.451,0.945,0.000,-8.972,-0.305
-0.123,-0.431,0.947,0.366,-8.484,-0.122
-0.123,-0.415,0.955,1.221,-7.507,-0.305
-0.132,-0.418,0.958,2.686,-6.104,-0.977
-0.143,-0.435,0.956,3.601,-4.517,-1.587
-0.137,-0.452,0.955,3.906,-3.662,-1.587
-0.120,-0.468,0.946,2.991,-2.502,-1.587
-0.115,-0.470,0.943,2.808,-1.648,-1.099
-0.118,-0.467,0.926,3.540,-1.953,-0.488
-0.118,-0.460,0.906,3.235,-2.258,0.000
-0.119,-0.448,0.916,2.930,-3.418,0.671
-0.125,-0.427,0.927,3.479,-4.272,0.610
-0.133,-0.399,0.937,3.357,-4.517,-0.244
-0.142,-0.401,0.950,3.052,-4.456,-2.319
-0.140,-0.427,0.955,3.479,-3.845,-4.822
-0.135,-0.463,0.953,3.357,-2.502,-5.981
-0.132,-0.510,0.953,1.770,-0.793,-6.104
-0.115,-0.503,0.965,1.099,0.000,-4.517
-0.109,-0.473,0.957,1.892,0.977,-1.831
-0.111,-0.467,0.929,2.319,1.831,-1.160
-0.103,-0.455,0.900,2.014,2.014,-0.732
-0.097,-0.448,0.888,1.038,1.404,-0.427
-0.098,-0.449,0.886,0.916,-0.366,-0.183
-0.098,-0.434,0.900,1.343,-2.686,0.244
-0.100,-0.419,0.915,1.892,-4.089,0.244
-0.105,-0.444,0.916,1.953,-4.395,-1.160
-0.109,-0.440,0.928,1.831,-4.333,-1.831
-0.117,-0.426,0.940,3.052,-4.517,-2.014
-0.129,-0.427,0.947,3.601,-4.211,-2.930
-0.129,-0.463,0.950,2.808,-3.418,-4.089
-0.113,-0.482,0.924,1.709,-0.671,-3.235
