aX,aY,aZ,gX,gY,gZ
-0.179,-0.206,1.060,-7.935,-7.141,-0.122
-0.172,-0.252,1.102,-12.146,-8.606,-0.793
-0.153,-0.252,1.113,-12.695,-7.263,-0.122
-0.138,-0.226,1.125,-12.695,-5.554,2.380
-0.114,-0.208,1.088,-14.709,-1.343,4.333
-0.102,-0.169,1.035,-13.855,2.808,6.653
-0.109,-0.172,1.008,-11.902,3.540,7.446
-0.110,-0.130,0.971,-11.902,3.479,8.301
-0.122,-0.117,0.991,-10.254,-0.427,8.911
-0.131,-0.110,1.001,-8.728,-3.479,7.568
-0.140,-0.047,0.996,-7.263,-3.296,7.629
-0.141,-0.005,0.990,-3.540,-3.662,4.639
-0.161,0.022,1.005,0.488,-5.249,-1.465
-0.166,0.035,1.022,5.127,-6.836,-8.789
-0.162,0.106,1.027,9.583,-6.958,-17.944
-0.173,0.221,1.059,15.198,-7.629,-29.907
-0.182,0.456,1.099,19.165,-6.592,-46.326
-0.203,0.818,1.072,24.780,-2.747,-71.167
-0.302,1.192,1.038,31.738,-0.427,-116.638
-0.461,1.588,0.975,40.527,-2.258,-180.542
-0.696,1.704,0.915,54.932,-7.629,-263.794
-0.966,1.487,0.887,76.721,-13.428,-360.718
-1.179,1.130,0.887,101.624,-11.475,-444.580
-1.307,0.740,0.891,118.469,4.761,-504.944
-1.360,0.247,0.909,123.596,32.898,-548.340
-1.322,-0.302,0.896,121.277,65.674,-572.571
-1.096,-0.799,0.756,128.296,95.764,-571.716
-0.930,-1.268,0.696,140.991,109.985,-550.659
-0.780,-1.598,0.807,117.065,109.375,-505.859
-0.591,-1.629,1.002,96.741,103.088,-439.331
-0.426,-1.696,1.118,76.172,100.708,-376.648
-0.376,-1.799,1.215,39.246,106.140,-314.453
-0.204,-1.690,1.078,2.625,120.911,-237.244
-0.182,-1.461,0.908,-38.513,130.737,-161.011
-0.141,-1.208,0.818,-57.434,120.850,-96.069
-0.122,-0.915,0.754,-62.988,102.112,-42.053
-0.104,-0.632,0.713,-54.504,77.454,-2.625
-0.131,-0.457,0.723,-39.795,48.523,18.494
-0.156,-0.389,0.833,-23.621,19.775,26.306
-0.155,-0.300,0.948,-5.249,-2.930,33.203
-0.144,-0.219,1.014,7.996,-12.634,40.222
-0.137,-0.181,1.045,13.123,-14.587,44.495
-0.116,-0.135,1.067,12.756,-13.794,48.157
-0.085,-0.117,1.068,7.996,-9.766,49.561
-0.046,-0.130,1.059,3.174,-6.042,49.133
-0.049,-0.151,1.044,1.282,-6.165,48.584
-0.054,-0.157,1.022,-0.793,-6.042,48.828
-0.048,-0.127,1.033,-0.793,-8.118,49.622
-0.046,-0.084,1.061,-1.282,-10.437,50.232
-0.044,-0.073,1.056,-2.747,-9.583,48.523
-0.052,-0.097,1.054,-5.737,-6.958,45.227
-0.066,-0.094,1.033,-9.338,-3.540,43.579
-0.073,-0.045,1.010,-11.902,-0.793,44.067
-0.055,-0.044,1.037,-17.761,-0.366,44.312
-0.089,0.013,1.034,-41.992,0.854,47.974
-0.112,0.139,1.051,-49.194,6.531,49.866
-0.115,0.100,1.086,-42.786,9.033,37.781
-0.092,-0.003,1.103,-37.537,11.658,24.109
-0.068,-0.046,1.090,-40.039,16.724,20.447
-0.083,-0.124,1.099,-48.218,21.362,20.081
-0.084,-0.197,1.078,-49.316,26.245,20.508
-0.055,-0.178,1.023,-41.321,30.396,25.024
-0.047,-0.077,0.994,-32.532,28.687,29.175
-0.051,-0.042,0.999,-20.020,21.729,26.306
-0.049,-0.071,1.016,-3.967,15.076,18.433
-0.037,-0.120,1.029,7.263,12.085,13.977
-0.033,-0.144,1.039,16.113,11.536,14.587
-0.037,-0.116,1.107,22.583,10.742,18.677
-0.056,-0.103,1.113,45.532,9.216,23.071
-0.053,-0.078,1.040,68.420,11.902,24.658
-0.051,-0.053,0.963,80.566,14.282,24.048
-0.057,-0.099,0.956,93.689,11.597,19.592
-0.049,-0.234,0.921,116.333,5.066,15.320
-0.023,-0.177,0.964,133.179,0.122,20.874
-0.001,-0.089,1.035,86.548,-0.916,24.719
-0.003,-0.103,1.058,47.241,4.150,14.832
-0.025,-0.235,1.003,49.744,9.949,2.380
-0.054,-0.271,1.045,56.458,9.155,0.916
-0.012,-0.267,1.000,83.008,6.714,7.385
-0.074,-0.115,0.854,95.825,7.935,15.381
-0.031,-0.006,0.833,19.714,4.333,17.883
-0.024,-0.054,0.904,-27.283,-4.517,6.897
-0.016,-0.250,0.992,-40.955,-11.169,-7.629
-0.016,-0.306,1.043,-45.166,-11.658,-8.606
-0.032,-0.232,1.025,-26.733,-8.606,-2.625
-0.032,-0.158,1.000,-18.250,-6.531,0.732
-0.021,-0.173,1.021,-22.644,-6.653,-1.770

-0.328,-1.337,0.924,6.470,-61.401,155.273
-0.289,-0.780,1.077,47.180,-95.947,216.064
-0.255,-0.400,1.174,62.317,-116.943,252.563
-0.263,-0.561,1.295,32.837,-121.094,262.146
-0.259,-0.610,1.406,17.212,-110.413,278.503
-0.329,-0.418,1.432,-1.648,-81.055,317.871
-0.243,-0.127,1.409,-35.278,-34.363,356.201
-0.200,0.077,1.185,-44.556,11.169,379.822
-0.273,-0.173,0.789,-48.462,50.842,377.258
-0.241,-0.373,0.640,-42.786,51.392,369.934
-0.168,-0.283,0.667,-30.273,24.963,378.296
-0.052,0.220,0.752,-24.414,1.709,394.409
-0.028,0.533,0.851,-15.564,-21.057,385.376
-0.105,0.624,0.839,-11.169,-36.499,342.896
-0.258,0.684,0.729,-16.724,-46.997,290.894
-0.433,0.788,0.720,-23.437,-63.293,239.197
-0.627,0.807,0.866,-26.062,-80.017,188.721
-0.731,0.683,1.093,-21.240,-84.900,139.587
-0.716,0.446,1.221,-14.038,-74.158,100.403
-0.555,0.309,1.457,-11.658,-55.725,71.655
-0.368,0.265,1.461,-13.550,-24.719,51.392
-0.187,0.268,1.336,-15.930,6.287,29.846
-0.089,0.162,1.148,-17.883,28.503,7.690
-0.053,0.053,0.971,-14.771,38.757,-7.446
-0.043,0.043,0.897,-10.498,37.720,-12.939
-0.016,0.083,0.843,-5.127,32.410,-15.747
-0.018,0.010,0.741,0.000,23.743,-20.996
-0.011,-0.116,0.760,1.892,8.240,-24.841
-0.024,-0.081,0.947,2.869,-9.460,-19.653
-0.044,-0.072,1.067,3.662,-17.761,-15.259
-0.062,-0.069,1.096,4.211,-16.907,-14.465
-0.071,-0.065,1.108,4.944,-15.198,-14.832
-0.076,-0.112,1.075,4.272,-13.611,-16.541
-0.071,-0.129,1.104,1.282,-15.015,-17.700
-0.080,-0.126,1.154,-0.549,-15.747,-16.602
-0.078,-0.122,1.162,-1.343,-11.597,-14.832
-0.067,-0.086,1.156,-1.038,-5.981,-12.085
-0.046,-0.096,1.092,0.000,-0.244,-11.230
-0.002,-0.121,1.031,-0.183,3.601,-10.132
0.026,-0.135,1.000,0.244,4.150,-7.629
0.023,-0.146,1.011,1.221,2.136,-3.967
0.000,-0.156,1.008,1.160,0.244,0.793
-0.026,-0.112,1.044,0.549,-1.770,5.188
-0.050,-0.058,1.047,1.770,-2.625,8.118
-0.066,-0.044,1.017,3.540,-1.282,8.850
-0.080,-0.039,1.017,3.357,-2.136,7.385
-0.093,-0.057,1.011,2.136,-3.235,5.066
-0.103,-0.100,1.035,0.610,-4.028,3.235
-0.108,-0.098,1.058,0.244,-3.784,3.723
-0.100,-0.089,1.060,1.343,-1.953,5.005
-0.088,-0.081,1.039,1.038,0.610,5.798
-0.096,-0.046,1.020,0.183,1.526,6.104
-0.098,-0.048,1.005,0.244,0.549,4.761
-0.094,-0.040,1.000,-0.061,-0.854,3.784
-0.088,-0.053,1.000,0.305,-1.526,2.930
-0.085,-0.065,1.008,-0.427,-2.686,1.282
-0.080,-0.083,1.019,-0.854,-3.418,0.366
-0.082,-0.097,1.046,-0.732,-3.540,-0.122
-0.086,-0.091,1.055,-0.610,-2.502,0.549
-0.071,-0.068,1.033,-0.183,-0.549,0.732
-0.070,-0.078,1.023,0.610,0.000,0.305
-0.077,-0.084,1.030,0.549,0.122,-0.122
-0.075,-0.078,1.032,0.183,0.549,0.244
-0.072,-0.080,1.039,0.549,0.916,0.244
-0.072,-0.092,1.020,1.404,2.014,0.366
-0.068,-0.086,1.024,1.465,2.136,0.916
-0.059,-0.087,1.022,1.465,1.770,1.221
-0.060,-0.111,1.049,1.160,0.610,1.282
-0.059,-0.110,1.047,0.793,1.038,2.380
-0.060,-0.081,1.024,1.526,2.258,4.333
-0.060,-0.086,1.007,2.319,2.136,5.188
-0.063,-0.108,1.030,1.770,0.549,5.554
-0.070,-0.068,1.028,1.404,-0.305,6.531
-0.079,-0.064,1.024,2.319,-0.977,6.165
-0.077,-0.073,1.033,2.563,-1.953,4.944
-0.086,-0.108,1.039,2.808,-2.319,4.272
-0.082,-0.098,1.026,3.052,-2.075,4.639
-0.079,-0.074,1.018,3.296,-2.014,5.371
-0.074,-0.070,1.015,3.784,-2.380,5.249
-0.069,-0.076,1.012,3.540,-2.502,5.066
-0.073,-0.089,1.030,3.296,-3.052,4.822
-0.076,-0.101,1.054,2.747,-2.747,4.822
-0.082,-0.112,1.057,2.380,-1.038,6.042
-0.077,-0.102,1.068,1.953,0.854,7.507
-0.066,-0.033,1.040,2.563,2.808,8.789
-0.065,-0.039,1.001,4.028,3.113,6.836
-0.066,-0.081,1.000,4.150,1.404,4.333
-0.063,-0.062,1.006,4.456,-0.488,4.150
-0.073,-0.066,1.015,5.859,-1.465,3.784
-0.080,-0.092,1.047,5.005,-2.014,2.930
-0.083,-0.123,1.046,3.723,-0.671,2.686
-0.069,-0.116,1.052,3.479,0.488,3.967
-0.058,-0.103,1.015,3.357,2.441,5.493
-0.049,-0.073,0.991,4.089,2.563,6.531
-0.039,-0.049,0.975,5.981,0.122,6.653
-0.047,-0.083,1.002,6.897,-3.052,5.493
-0.057,-0.081,1.035,5.981,-4.517,5.127
-0.062,-0.061,1.053,7.141,-4.150,5.859
-0.069,-0.065,1.033,7.751,-2.502,5.249
-0.066,-0.059,1.015,6.958,-1.587,4.211
-0.069,-0.087,1.026,5.859,-2.686,2.502
-0.073,-0.114,1.032,4.944,-2.869,1.831
-0.067,-0.112,1.042,4.089,-2.319,2.808
-0.068,-0.092,1.034,4.089,-1.160,4.517
-0.060,-0.078,1.013,4.333,-0.488,4.822
-0.061,-0.070,1.006,4.761,-1.221,4.456
-0.063,-0.053,1.014,5.981,-2.808,4.028
-0.071,-0.065,1.037,6.531,-3.906,2.869
-0.084,-0.082,1.053,6.165,-4.089,1.160
-0.092,-0.086,1.059,5.310,-2.930,0.366
-0.084,-0.080,1.050,4.517,-1.404,-0.061
-0.074,-0.083,1.017,3.906,0.000,-0.854
-0.061,-0.109,1.013,3.540,-0.916,-1.587
-0.056,-0.126,1.019,3.662,-2.502,-1.038
-0.058,-0.125,1.034,3.540,-3.601,0.244
-0.066,-0.136,1.050,2.747,-3.845,1.587
-0.071,-0.109,1.053,2.625,-3.235,3.174
-0.073,-0.089,1.043,2.625,-2.686,3.723
-0.068,-0.089,1.039,2.869,-2.197,3.479

-0.598,1.270,0.854,50.171,-33.325,-247.986
-0.760,1.071,0.787,56.519,-29.236,-313.904
-0.857,0.850,0.710,61.523,-28.687,-370.056
-0.925,0.570,0.704,57.129,-31.128,-415.771
-0.866,0.251,0.796,42.664,-34.851,-445.496
-0.836,-0.093,0.907,43.335,-39.978,-464.233
-0.799,-0.355,1.036,28.503,-32.532,-476.135
-0.809,-0.616,1.227,-0.793,-21.179,-479.004
-0.738,-0.945,1.535,-12.207,-13.062,-467.041
-0.628,-1.097,1.689,-25.696,10.315,-432.373
-0.572,-1.167,1.631,-44.067,43.335,-388.245
-0.495,-1.318,1.521,-71.716,71.838,-345.276
-0.389,-1.444,1.387,-56.152,90.332,-287.781
-0.256,-1.301,1.232,-46.875,101.501,-209.778
-0.117,-0.970,0.982,-40.283,107.544,-130.554
-0.060,-0.670,0.756,-35.522,99.792,-72.632
-0.039,-0.440,0.733,-30.273,73.669,-37.720
-0.024,-0.268,0.841,-26.367,42.297,-17.517
-0.027,-0.157,0.912,-20.325,20.142,-5.981
-0.053,-0.064,0.971,-12.512,6.592,1.038
-0.044,0.007,1.006,-6.714,0.488,5.981
-0.049,-0.008,0.990,-6.042,0.549,6.653
-0.039,-0.013,0.980,-1.038,0.183,8.179
-0.000,0.079,1.010,3.601,-2.625,12.085
-0.038,0.044,1.054,0.793,-3.296,11.536
-0.076,-0.033,1.047,1.038,-0.977,8.850
-0.054,-0.012,1.048,5.493,0.427,11.414
-0.045,0.036,1.025,7.263,0.183,15.015
-0.038,0.026,0.993,6.958,0.000,15.503
-0.034,0.016,0.965,6.287,-1.465,15.808
-0.031,0.074,0.975,4.578,-3.296,17.639
-0.037,0.143,0.986,3.906,-4.150,18.372
-0.054,0.162,0.979,2.930,-3.540,15.747
-0.082,0.147,0.954,1.892,-2.991,12.024
-0.090,0.136,0.965,2.014,-3.357,8.911
-0.104,0.157,1.016,3.845,-4.333,7.568
-0.120,0.121,1.027,5.737,-3.662,4.578
-0.124,0.072,1.032,8.484,-2.136,1.282
-0.109,0.083,1.068,10.742,-1.831,0.732
-0.098,0.072,1.071,8.240,-0.122,-0.061
-0.092,0.003,1.044,2.625,2.441,-2.197
-0.078,0.017,1.031,1.587,2.747,-0.427
-0.064,0.068,1.034,3.479,2.014,2.258
-0.072,0.062,1.014,4.211,1.770,2.075
-0.083,0.038,1.000,4.150,1.221,1.465
-0.088,0.039,1.016,4.639,-0.427,1.587
-0.087,0.074,1.021,4.639,-1.465,1.953
-0.083,0.090,1.020,3.662,-2.014,1.282
-0.087,0.060,1.032,4.150,-3.601,-0.610
-0.083,0.051,1.029,4.761,-3.113,-2.014
-0.091,0.038,1.038,6.287,-2.197,-2.197
-0.080,0.033,1.042,9.155,-1.770,-1.709
-0.061,0.064,1.036,10.376,-1.221,-0.183
-0.067,0.067,1.026,10.010,-0.366,-0.183
-0.075,0.037,1.029,8.972,-0.183,-2.014
-0.075,0.046,1.032,7.996,0.183,-1.831
-0.055,0.058,1.026,7.935,0.244,-1.648
-0.058,0.032,1.000,7.996,0.610,-2.441
-0.060,0.033,0.997,7.996,-0.061,-2.808
-0.055,0.072,1.006,6.897,-2.136,-2.197
-0.065,0.057,1.001,5.432,-3.052,-3.601
-0.073,0.026,1.009,5.493,-3.906,-4.944
-0.068,0.063,1.030,6.653,-4.211,-3.784
-0.064,0.083,1.045,5.676,-3.662,-3.784
-0.081,0.031,1.040,2.869,-2.380,-5.920
-0.081,0.010,1.034,2.014,-1.404,-6.531
-0.071,0.036,1.041,3.479,-1.160,-5.310
-0.073,0.030,1.046,5.371,-0.854,-5.249
-0.076,0.017,1.043,5.981,-0.122,-5.249
-0.063,0.023,1.052,6.409,0.305,-4.578
-0.046,0.038,1.037,6.531,0.549,-3.967
-0.051,0.014,1.012,5.737,1.160,-4.639
-0.055,0.002,1.041,6.042,-0.854,-5.127
-0.059,0.012,1.052,5.127,-1.831,-4.089
-0.062,0.030,1.047,5.127,-0.854,-2.991
-0.066,0.033,1.041,6.104,0.000,-2.808
-0.067,0.042,1.031,6.775,0.671,-2.930
-0.067,0.061,1.036,7.019,0.366,-3.357
-0.068,0.051,1.045,7.202,0.061,-4.883
-0.060,0.047,1.049,7.568,0.671,-6.042
-0.060,0.027,1.049,8.423,1.343,-6.836
-0.062,-0.006,1.031,5.798,2.869,-7.568
-0.057,-0.003,1.016,4.517,3.052,-6.226
-0.048,0.009,1.015,5.920,1.892,-4.883
-0.040,0.017,1.029,4.517,0.916,-4.150
-0.049,0.007,1.024,1.343,1.160,-4.517
-0.059,-0.004,1.023,-0.061,1.099,-4.517
-0.062,0.012,1.037,0.671,0.061,-3.601
-0.053,0.063,1.027,2.686,0.000,-2.136
-0.056,0.063,1.027,1.953,0.305,-3.418
-0.062,0.023,1.018,0.916,0.671,-5.920
-0.064,0.018,1.025,1.526,0.305,-6.104
-0.061,0.013,1.033,1.709,-0.244,-5.981
-0.057,0.003,1.048,1.953,-0.549,-5.981
-0.054,-0.015,1.060,2.625,0.244,-5.371
-0.047,-0.011,1.047,2.747,1.892,-4.211
-0.046,0.001,1.048,2.869,2.258,-2.686
-0.044,0.013,1.037,2.258,2.502,-2.197
-0.046,0.019,1.022,0.366,2.502,-2.075
-0.055,0.016,1.008,-0.549,2.136,-2.319
-0.059,0.024,1.035,0.488,0.488,-2.075
-0.057,0.034,1.042,3.113,-0.305,-1.831
-0.054,0.037,1.039,5.188,0.244,-1.953
-0.056,0.031,1.038,5.310,0.977,-2.625
-0.062,0.019,1.044,4.578,1.099,-3.235
-0.061,0.021,1.062,4.456,0.488,-3.479
-0.056,0.040,1.054,4.700,1.404,-3.113
-0.057,0.037,1.048,5.066,2.808,-3.967
-0.055,0.021,1.036,3.784,3.784,-5.066
-0.045,0.048,1.029,3.723,3.906,-5.127
-0.057,0.023,1.014,4.883,3.479,-5.920
-0.050,0.031,1.009,2.747,3.113,-6.104
-0.052,0.046,1.017,4.272,1.953,-6.165
-0.062,0.054,1.033,3.662,0.977,-6.775
-0.057,0.053,1.030,2.869,1.526,-7.629
-0.052,0.052,1.020,2.930,2.380,-8.362
-0.044,0.027,1.014,4.028,2.441,-9.521
-0.038,0.027,1.016,3.296,1.953,-9.094
-0.045,0.016,1.008,1.526,1.953,-8.179

-0.551,-1.906,1.043,112.427,-41.748,222.534
-0.632,-1.783,1.252,185.852,-81.848,308.899
-0.691,-1.388,1.515,218.079,-103.821,397.705
-0.678,-0.736,1.727,204.773,-98.938,480.408
-0.695,-0.236,1.654,148.499,-60.852,535.645
-0.536,0.275,1.342,72.205,-13.794,558.167
-0.427,0.547,0.945,1.587,18.738,552.185
-0.329,0.606,0.663,-35.706,26.123,511.353
-0.276,0.535,0.288,-37.048,7.935,452.576
-0.360,0.710,0.100,-34.729,-39.490,398.926
-0.489,0.803,0.235,-33.447,-109.497,341.003
-0.650,0.844,0.674,-24.658,-171.082,282.349
-0.665,0.923,1.252,-13.733,-195.435,231.750
-0.636,0.792,1.572,7.751,-177.612,184.265
-0.560,0.569,1.577,32.288,-128.845,133.423
-0.419,0.404,1.519,31.738,-76.782,96.069
-0.288,0.229,1.359,26.001,-35.217,64.514
-0.224,0.124,1.194,26.367,-8.484,39.001
-0.146,0.107,1.078,28.259,5.127,23.071
-0.136,0.095,0.936,28.870,11.658,12.085
-0.184,-0.070,0.843,20.935,11.230,-0.366
-0.191,-0.140,0.914,7.263,3.784,-5.249
-0.194,-0.064,0.996,-0.122,-1.892,-2.747
-0.232,-0.027,1.000,-2.258,-1.038,-3.906
-0.238,-0.049,1.000,-2.747,0.610,-10.498
-0.232,-0.131,1.012,-4.883,1.160,-17.822
-0.190,-0.206,1.015,-6.714,2.625,-22.156
-0.158,-0.225,1.010,-6.531,3.418,-22.339
-0.142,-0.236,1.011,-3.662,2.869,-21.545
-0.129,-0.233,1.021,-0.977,1.648,-19.836
-0.125,-0.166,1.042,2.197,-0.183,-17.822
-0.137,-0.144,1.060,5.310,-0.793,-19.104
-0.156,-0.186,1.063,6.165,1.221,-22.400
-0.146,-0.224,1.037,5.493,4.456,-23.621
-0.125,-0.254,0.999,5.737,6.653,-21.912
-0.107,-0.269,0.981,5.005,6.104,-18.433
-0.078,-0.261,0.999,4.822,2.380,-13.611
-0.075,-0.268,1.012,5.005,-1.343,-9.094
-0.079,-0.229,1.024,4.395,-2.563,-5.249
-0.103,-0.192,1.031,4.883,-3.662,-2.014
-0.129,-0.181,1.018,5.432,-3.784,-0.977
-0.143,-0.224,1.019,3.540,-3.357,-1.343
-0.160,-0.226,1.052,0.916,-3.113,-1.221
-0.165,-0.196,1.043,0.610,-1.526,-0.427
-0.159,-0.181,1.036,1.038,-0.244,-0.977
-0.139,-0.166,1.020,1.526,1.465,-1.343
-0.131,-0.182,0.998,2.930,2.197,-1.953
-0.130,-0.176,1.000,3.540,1.465,-2.136
-0.135,-0.166,0.996,3.113,0.488,-2.380
-0.152,-0.158,0.997,2.441,-0.183,-3.235
-0.159,-0.174,0.996,1.404,-1.404,-4.333
-0.164,-0.171,0.992,0.549,-1.892,-4.761
-0.152,-0.179,0.990,0.366,-2.441,-5.737
-0.146,-0.186,1.000,0.427,-3.296,-6.165
-0.135,-0.200,1.001,0.427,-3.601,-6.042
-0.144,-0.204,1.024,0.122,-3.479,-5.371
-0.150,-0.209,1.039,-0.671,-2.502,-4.517
-0.145,-0.204,1.040,-1.099,-1.160,-3.113
-0.145,-0.187,1.025,-0.793,0.427,-2.014
-0.139,-0.187,1.000,-0.122,1.099,-1.587
-0.128,-0.186,0.982,0.061,0.427,-1.648
-0.123,-0.196,0.996,0.122,-1.648,-1.404
-0.122,-0.208,1.014,-0.183,-3.174,-0.916
-0.133,-0.176,1.024,0.793,-2.686,0.671
-0.141,-0.191,1.042,1.770,-2.197,0.854
-0.139,-0.202,1.039,0.732,-0.671,0.977
-0.133,-0.206,1.017,0.000,1.709,1.587
-0.125,-0.182,0.994,0.000,2.502,2.319
-0.121,-0.182,0.990,-0.305,0.916,2.686
-0.122,-0.184,1.003,-1.465,-0.977,2.625
-0.129,-0.188,1.004,-1.038,-0.916,3.357
-0.138,-0.189,1.007,-0.427,-0.732,3.601
-0.145,-0.186,1.011,-0.061,-1.221,3.967
-0.147,-0.192,1.016,0.610,-1.343,4.150
-0.138,-0.169,1.004,1.343,-0.732,4.761
-0.144,-0.172,0.997,1.831,-0.427,4.639
-0.148,-0.187,1.004,1.465,-1.526,3.296
-0.151,-0.182,1.014,1.465,-2.136,3.052
-0.156,-0.194,1.025,1.465,-1.892,2.502
-0.151,-0.211,1.031,0.610,-1.221,2.441
-0.138,-0.221,1.015,-0.671,0.122,3.418
-0.130,-0.221,1.019,-1.465,0.244,4.578
-0.129,-0.199,1.003,-1.160,0.183,6.226
-0.131,-0.176,1.004,-1.221,-1.099,6.897
-0.150,-0.189,1.021,-1.465,-2.502,6.348
-0.156,-0.168,1.038,-1.587,-2.441,6.042
-0.167,-0.152,1.042,-0.549,-1.526,5.737
-0.167,-0.163,1.026,-0.122,0.122,3.723
-0.152,-0.153,1.008,-0.244,1.465,2.686
-0.143,-0.166,1.005,0.732,0.427,1.343
-0.143,-0.190,1.010,1.587,-0.488,0.366
-0.135,-0.212,1.010,0.916,-0.488,0.549
-0.129,-0.212,1.015,0.366,-0.732,1.709
-0.130,-0.193,1.006,0.671,-0.305,3.479
-0.134,-0.195,1.006,0.305,-0.366,4.333
-0.133,-0.194,1.001,-0.366,-0.183,5.127
-0.128,-0.192,0.998,-0.427,-0.488,5.615
-0.135,-0.189,1.000,-0.305,-1.709,6.226
-0.140,-0.173,1.010,-0.488,-2.197,7.019
-0.143,-0.150,1.013,-0.549,-2.319,7.019
-0.151,-0.161,1.016,-0.610,-2.258,5.249
-0.148,-0.159,1.026,-0.305,-2.258,4.211
-0.141,-0.197,1.021,0.427,-1.648,3.296
-0.137,-0.198,1.009,-0.122,-0.305,3.723
-0.126,-0.200,1.014,-0.183,-0.610,4.700
-0.128,-0.202,1.017,-0.427,-0.854,5.798
-0.130,-0.209,1.020,-1.221,-0.671,6.775
-0.133,-0.190,1.019,-1.526,-0.488,8.118
-0.128,-0.154,1.003,-0.427,-0.122,9.277
-0.130,-0.149,0.995,0.183,-0.366,8.972
-0.133,-0.170,0.983,0.549,-1.343,7.751
-0.134,-0.161,1.014,1.038,-3.601,7.568
-0.140,-0.162,1.009,2.014,-3.479,7.385
-0.146,-0.169,1.013,2.441,-3.235,6.287
-0.150,-0.173,1.014,2.502,-3.296,5.615
-0.157,-0.191,1.013,1.831,-2.930,4.822
-0.158,-0.199,1.013,1.038,-2.686,4.822
-0.143,-0.169,1.009,1.160,-1.953,6.042
-0.138,-0.157,1.003,1.770,-1.770,6.592

-0.927,0.684,0.660,-87.463,90.332,-408.325
-1.056,0.191,0.653,-89.539,72.205,-459.717
-1.083,-0.274,0.669,-112.305,55.115,-481.812
-0.898,-0.691,0.811,-134.460,29.907,-476.257
-0.711,-0.797,1.151,-184.021,0.122,-443.115
-0.511,-0.841,1.483,-160.767,-8.179,-403.625
-0.389,-1.148,1.517,-118.835,7.263,-376.038
-0.260,-1.331,1.607,-104.980,23.621,-330.078
-0.139,-1.203,1.527,-116.333,38.147,-258.423
-0.036,-1.001,1.432,-102.783,48.218,-189.758
0.012,-0.806,1.315,-91.492,49.072,-133.606
0.044,-0.625,1.151,-76.477,49.438,-88.318
0.071,-0.386,0.998,-50.415,41.565,-49.561
0.076,-0.204,0.947,-25.940,24.353,-23.132
0.061,-0.109,0.955,-6.348,8.545,-9.155
0.026,-0.076,0.975,10.437,-1.587,-1.526
0.011,-0.057,1.036,25.208,-7.935,5.554
-0.009,-0.093,1.106,36.804,-11.108,11.902
0.020,-0.112,1.076,45.959,-9.644,21.057
0.078,0.060,1.042,50.598,-9.277,34.180
0.107,0.145,0.999,46.692,-8.972,37.109
0.097,0.123,0.964,36.926,-8.911,32.227
0.081,0.086,0.950,28.625,-10.315,28.931
0.068,0.083,1.005,24.048,-13.794,29.175
0.078,0.153,1.074,21.179,-16.541,31.067
0.071,0.249,1.096,14.954,-12.451,30.151
0.031,0.211,1.056,9.094,-5.676,21.912
-0.004,0.139,1.006,6.775,-1.282,14.587
-0.016,0.147,0.966,4.089,-0.183,13.245
-0.014,0.197,0.939,4.089,-2.014,14.404
-0.018,0.215,0.947,5.432,-4.761,12.634
-0.025,0.212,0.998,4.883,-6.836,9.033
-0.019,0.194,1.034,3.235,-6.714,5.554
-0.012,0.167,1.036,3.052,-5.066,2.869
-0.001,0.137,1.031,5.310,-3.906,1.221
0.009,0.128,1.033,7.751,-3.601,0.793
0.005,0.114,1.059,7.324,-3.662,0.305
0.009,0.104,1.050,6.165,-2.502,-0.549
0.004,0.082,1.016,6.592,-0.854,-0.671
-0.003,0.068,1.006,7.568,-0.854,-0.183
-0.005,0.080,1.015,7.629,-1.892,1.282
-0.002,0.115,1.028,7.568,-2.747,3.052
-0.006,0.110,1.023,7.935,-2.991,2.869
-0.008,0.113,1.015,8.972,-3.296,2.441
-0.011,0.141,1.018,9.216,-3.906,1.953
-0.017,0.144,1.019,7.568,-4.211,-0.305
-0.021,0.110,1.027,4.822,-4.395,-3.357
-0.021,0.074,1.048,3.723,-4.639,-4.395
-0.018,0.055,1.068,4.211,-4.456,-3.906
-0.016,0.061,1.062,5.920,-3.357,-2.136
-0.008,0.077,1.053,7.751,-2.319,0.122
-0.016,0.071,1.052,8.240,-1.953,0.916
-0.021,0.071,1.051,8.545,-1.770,1.770
-0.010,0.097,1.040,9.705,-1.282,3.113
-0.000,0.129,1.025,9.460,-0.916,3.296
-0.001,0.118,1.012,6.958,-0.732,1.587
-0.010,0.091,1.014,5.798,-1.160,-0.122
-0.007,0.111,1.024,6.042,-1.892,0.000
-0.008,0.141,1.015,6.287,-1.892,-0.122
-0.009,0.148,1.012,5.859,-1.709,-1.953
-0.012,0.112,1.006,4.456,-2.197,-4.700
-0.010,0.087,1.020,3.296,-2.991,-5.920
-0.006,0.079,1.049,3.113,-3.662,-5.676
-0.003,0.084,1.053,3.784,-2.747,-5.127
0.002,0.106,1.036,4.761,-1.038,-4.395
0.002,0.093,1.017,5.676,0.000,-5.005
0.001,0.061,1.017,6.592,-0.916,-5.981
0.004,0.061,1.029,6.897,-1.343,-5.737
0.002,0.066,1.044,7.080,-1.282,-4.944
0.008,0.068,1.044,8.118,-0.671,-4.333
0.013,0.065,1.016,7.996,0.427,-3.784
0.018,0.071,1.000,5.798,0.671,-3.662
0.016,0.080,0.996,3.479,-0.366,-3.906
0.008,0.075,1.010,2.441,-1.831,-4.639
0.003,0.070,1.029,1.526,-2.747,-5.371
