aX,aY,aZ,gX,gY,gZ
0.236,-0.208,0.854,-7.935,15.808,2.625
0.235,-0.189,0.845,-7.568,13.428,3.174
0.237,-0.175,0.853,-6.470,9.766,2.563
0.240,-0.182,0.869,-4.944,6.714,1.526
0.238,-0.213,0.884,-4.639,4.028,0.061
0.232,-0.221,0.929,-5.432,1.770,-0.122
0.216,-0.230,0.943,-5.615,1.709,0.488
0.207,-0.236,0.950,-5.493,3.418,1.404
0.208,-0.228,0.940,-5.127,4.883,2.808
0.203,-0.213,0.930,-5.737,5.493,3.540
0.208,-0.197,0.925,-5.798,5.005,3.418
0.211,-0.205,0.926,-5.615,4.028,2.502
0.205,-0.200,0.926,-4.517,2.808,2.319
0.197,-0.191,0.931,-2.747,1.526,2.258
0.191,-0.182,0.947,-0.549,0.122,1.770
0.191,-0.184,0.955,1.404,-0.305,1.038
0.194,-0.198,0.973,2.563,0.000,-0.183
0.205,-0.214,0.981,2.930,0.305,-1.221
0.218,-0.223,0.980,2.625,0.305,-1.160
0.226,-0.228,0.970,2.686,0.305,-0.305
0.222,-0.217,0.966,2.991,-0.183,0.916
0.216,-0.204,0.957,2.747,-0.610,1.831
0.210,-0.206,0.954,2.747,-1.160,1.892
0.206,-0.208,0.962,3.296,-2.197,1.831
0.200,-0.208,0.961,3.235,-2.686,1.709
0.200,-0.201,0.974,2.441,-3.296,1.526
0.198,-0.198,0.975,2.380,-3.723,0.916
0.197,-0.207,0.971,2.747,-3.296,0.366
0.196,-0.218,0.965,3.235,-2.869,0.427
0.194,-0.221,0.974,3.418,-2.747,0.610
0.201,-0.213,0.965,3.479,-2.808,1.038
0.204,-0.218,0.959,3.418,-3.235,0.916
0.205,-0.216,0.967,3.357,-4.028,0.732
0.208,-0.215,0.974,3.296,-4.578,0.793
0.206,-0.230,0.984,3.113,-5.310,0.244
0.198,-0.226,1.000,3.296,-5.920,0.244
0.191,-0.233,1.006,3.784,-6.042,0.671
0.183,-0.240,1.011,4.028,-5.554,0.488
0.174,-0.241,1.017,4.028,-5.005,0.366
0.173,-0.238,1.013,3.784,-4.272,0.488
0.179,-0.248,1.012,3.540,-3.967,-0.061
0.181,-0.244,1.005,3.296,-3.784,0.122
0.181,-0.226,1.000,3.235,-3.418,0.671
0.185,-0.221,0.994,2.991,-3.113,0.427
0.187,-0.229,1.000,2.319,-3.113,-0.427
0.184,-0.240,1.002,1.465,-2.563,-0.916
0.187,-0.245,1.012,0.732,-1.831,-0.549
0.192,-0.238,0.997,0.793,-0.610,0.305
0.195,-0.231,0.990,0.732,-0.183,0.732
0.195,-0.229,0.989,0.732,-0.793,0.793
0.198,-0.224,0.979,0.732,-1.343,1.038
0.193,-0.228,0.986,0.305,-2.197,0.854
0.190,-0.224,0.995,-0.061,-2.808,0.488
0.191,-0.208,0.996,0.366,-2.563,0.854
0.190,-0.197,0.988,0.854,-1.709,0.671
0.196,-0.210,0.991,1.038,-1.831,-0.061
0.201,-0.228,1.007,0.793,-2.319,-0.671
0.201,-0.228,1.019,0.671,-2.625,-0.366
0.203,-0.224,1.025,1.099,-2.136,0.488
0.202,-0.222,0.999,1.282,-0.671,0.977
0.199,-0.217,1.001,1.404,-0.977,1.221
0.194,-0.217,1.008,1.160,-2.136,1.099
0.190,-0.235,1.014,0.732,-2.808,0.366
0.181,-0.237,1.030,0.427,-3.113,-0.183
0.177,-0.227,1.025,0.427,-2.136,0.305
0.182,-0.218,1.016,0.122,-0.427,0.366
0.192,-0.221,1.000,-0.549,0.610,-0.183
0.204,-0.214,0.996,-0.854,0.488,-0.671
0.215,-0.215,0.981,-0.244,0.000,-1.099
0.221,-0.223,0.970,0.305,-0.244,-1.099
0.223,-0.219,0.975,0.671,-0.977,-0.122
0.222,-0.212,0.978,0.916,-1.343,0.732

-0.504,-0.838,1.638,117.493,-158.813,-63.171
-0.473,-0.851,1.638,103.577,-114.441,-46.997
-0.418,-0.841,1.541,86.609,-71.777,-31.006
-0.356,-0.786,1.441,68.359,-38.635,-17.273
-0.320,-0.744,1.312,51.025,-16.296,-7.324
-0.285,-0.684,1.176,37.170,-4.211,-0.061
-0.254,-0.596,1.094,26.672,-0.366,4.211
-0.251,-0.557,1.034,19.287,-1.465,4.639
-0.268,-0.509,0.999,14.526,-3.662,2.747
-0.281,-0.494,0.994,10.803,-6.226,-0.366
-0.281,-0.507,0.959,7.568,-6.714,-4.089
-0.268,-0.515,0.944,4.211,-5.615,-5.554
-0.252,-0.510,0.955,2.563,-4.089,-5.249
-0.239,-0.505,0.956,1.038,-0.427,-3.967
-0.226,-0.508,0.941,-0.977,4.822,-2.563
-0.208,-0.501,0.901,-2.991,9.338,-0.366
-0.197,-0.489,0.870,-3.906,12.207,2.197
-0.190,-0.468,0.866,-3.784,13.000,4.395
-0.184,-0.460,0.856,-3.296,12.939,5.615
-0.191,-0.462,0.845,-3.601,12.512,5.676
-0.197,-0.454,0.849,-3.479,10.620,5.798
-0.200,-0.450,0.844,-2.869,8.179,5.005
-0.203,-0.451,0.848,-1.770,5.615,3.662
-0.207,-0.459,0.866,-0.732,2.808,2.258
-0.204,-0.473,0.881,0.000,1.099,0.977
-0.195,-0.484,0.878,0.610,1.038,0.488
-0.187,-0.485,0.886,1.282,0.793,0.732
-0.186,-0.481,0.894,2.197,0.061,1.282
-0.189,-0.495,0.903,2.502,-0.366,1.282
-0.195,-0.512,0.935,2.075,-0.793,1.648
-0.209,-0.564,1.027,0.671,0.061,2.625
-0.226,-0.696,1.243,-6.165,3.540,3.845
-0.294,-0.875,1.608,-24.231,16.174,7.080
-0.363,-0.979,1.907,-50.476,47.607,15.808
-0.430,-1.064,2.135,-75.439,96.130,32.593
-0.490,-1.144,2.112,-97.717,157.288,56.274
-0.528,-1.132,1.886,-120.667,220.703,80.750
-0.502,-0.987,1.710,-135.254,267.761,106.201
-0.430,-0.747,1.292,-140.869,300.659,124.023
-0.323,-0.457,0.857,-139.099,310.425,130.676
-0.187,-0.260,0.563,-128.113,292.114,123.413
-0.047,-0.028,0.323,-114.624,258.789,109.009
0.082,0.112,0.124,-98.450,216.003,88.379
0.198,0.272,0.100,-86.731,163.086,64.453
0.286,0.251,0.159,-72.083,112.976,35.767
0.355,0.168,0.217,-55.603,72.571,10.742
0.416,0.083,0.306,-39.307,40.100,-4.211
0.455,-0.013,0.403,-24.963,15.198,-11.658
0.482,-0.078,0.492,-13.672,-2.441,-12.878
0.480,-0.112,0.555,-3.967,-14.893,-9.949
0.434,-0.167,0.653,3.235,-24.780,-6.287
0.355,-0.186,0.725,10.132,-30.945,-1.160
0.290,-0.171,0.755,16.113,-34.058,3.540
0.227,-0.181,0.825,18.127,-37.292,4.639
0.159,-0.220,0.903,19.470,-39.795,2.319
0.121,-0.232,0.955,21.362,-40.222,-0.183
0.108,-0.259,0.999,21.729,-40.649,-3.479
0.111,-0.301,1.040,19.714,-40.588,-7.080
0.114,-0.342,1.088,17.090,-39.551,-9.216
0.118,-0.375,1.102,15.381,-36.133,-9.338
0.124,-0.379,1.092,12.695,-31.006,-7.080
0.121,-0.349,1.078,8.972,-25.513,-4.517
0.119,-0.315,1.050,5.249,-19.775,-1.770
0.119,-0.293,0.999,2.502,-13.306,-0.183
0.117,-0.257,0.953,1.221,-8.057,1.099
0.121,-0.227,0.933,0.671,-4.944,1.404
0.136,-0.226,0.897,0.916,-2.869,-0.183
0.157,-0.217,0.881,1.282,-1.587,-1.587
0.171,-0.227,0.872,2.441,-1.953,-3.052
0.182,-0.240,0.885,3.845,-2.869,-3.967
0.183,-0.250,0.915,3.906,-3.906,-4.333
0.180,-0.270,0.967,3.845,-4.150,-4.456
0.177,-0.286,0.973,3.601,-2.747,-3.906
0.182,-0.292,0.983,2.991,-0.977,-2.808
0.188,-0.289,0.990,2.014,-0.183,-1.770
0.191,-0.280,0.995,1.770,0.488,-1.160
0.187,-0.279,1.000,1.770,0.793,-1.160
0.186,-0.281,0.997,2.136,1.404,-1.282
0.185,-0.276,1.001,2.197,1.831,-1.221
0.189,-0.270,0.998,2.502,2.380,-1.526
0.197,-0.276,0.997,2.563,2.625,-1.953
0.206,-0.290,0.999,2.686,2.747,-2.197
0.213,-0.295,0.992,2.686,2.686,-1.953
0.220,-0.291,0.988,2.502,2.258,-0.916
0.224,-0.271,0.965,2.441,1.648,-0.122
0.227,-0.269,0.969,2.747,0.000,0.244
0.223,-0.279,0.959,2.808,-1.221,0.427
0.214,-0.287,0.990,2.747,-2.075,1.099
0.206,-0.292,0.994,2.563,-1.526,2.380
0.198,-0.282,0.979,3.052,-0.488,3.845
0.192,-0.260,0.974,3.418,-0.854,4.822
0.185,-0.253,0.963,4.028,-1.831,4.272
0.175,-0.245,0.962,4.639,-3.296,3.052
0.173,-0.255,0.968,5.493,-4.089,1.648
0.169,-0.267,0.984,5.371,-4.395,0.366
0.172,-0.274,1.010,5.371,-4.333,0.000
0.173,-0.285,0.997,5.371,-3.540,0.061
0.172,-0.271,0.987,5.249,-2.869,0.671
0.175,-0.267,0.989,5.310,-2.991,0.793
0.180,-0.301,0.992,4.272,-3.113,-0.305
0.187,-0.286,1.047,2.258,-3.174,0.000
0.185,-0.292,1.030,1.221,-0.305,1.099
0.186,-0.294,0.997,0.610,2.502,1.770
0.186,-0.270,0.984,0.122,2.075,2.808
0.179,-0.256,0.972,0.488,1.038,2.808
0.179,-0.257,0.969,1.648,-0.732,1.892
0.181,-0.250,0.979,2.808,-1.892,1.038
0.176,-0.257,0.992,2.808,-2.258,0.183
0.177,-0.265,0.983,3.601,-1.526,-0.427
0.178,-0.260,0.985,4.333,-1.465,-0.305
0.180,-0.264,0.993,4.333,-1.892,-0.916
0.190,-0.306,0.991,3.723,-2.441,-1.953
0.197,-0.294,1.026,2.930,-3.174,-1.831
0.194,-0.275,1.018,2.441,-1.770,0.000
0.192,-0.283,0.982,2.502,0.732,0.366
0.191,-0.269,0.986,2.441,0.305,0.732
0.186,-0.267,0.987,2.625,-0.488,0.549
0.189,-0.275,0.985,2.380,-1.648,-0.427
0.193,-0.289,1.007,2.197,-2.747,-1.160

-0.793,-0.824,1.493,175.598,-228.027,-80.627
-0.783,-0.894,1.510,154.663,-176.331,-69.092
-0.754,-0.912,1.453,134.338,-129.150,-57.556
-0.711,-0.913,1.351,113.220,-90.271,-48.218
-0.657,-0.869,1.216,91.797,-60.364,-40.405
-0.618,-0.815,1.115,72.693,-40.894,-35.522
-0.590,-0.768,1.058,58.655,-29.846,-33.569
-0.562,-0.749,1.055,48.462,-23.315,-33.142
-0.516,-0.756,1.027,37.964,-16.724,-32.654
-0.465,-0.750,1.001,27.893,-11.841,-31.189
-0.407,-0.718,0.821,20.447,-7.874,-28.137
-0.372,-0.662,0.934,15.381,-11.841,-24.719
-0.394,-0.688,0.988,10.620,-14.465,-23.560
-0.389,-0.681,0.956,7.629,-7.019,-20.386
-0.379,-0.667,0.955,2.319,0.305,-14.893
-0.363,-0.674,0.904,-4.395,10.010,-9.827
-0.343,-0.646,0.841,-9.277,19.043,-3.906
-0.327,-0.596,0.825,-11.597,23.865,2.136
-0.314,-0.556,0.778,-12.878,27.710,5.859
-0.302,-0.544,0.728,-13.428,29.419,7.385
-0.295,-0.541,0.693,-12.695,27.466,7.690
-0.296,-0.531,0.671,-9.521,23.071,7.935
-0.306,-0.514,0.682,-5.493,16.602,7.629
-0.318,-0.507,0.701,-2.197,9.827,6.104
-0.325,-0.514,0.714,1.038,4.761,3.662
-0.332,-0.521,0.754,3.235,0.244,1.282
-0.347,-0.553,0.786,4.517,-2.808,-1.038
-0.353,-0.576,0.812,5.493,-3.662,-2.686
-0.354,-0.597,0.839,5.005,-4.089,-3.357
-0.341,-0.614,0.834,4.333,-3.113,-3.174
-0.336,-0.615,0.824,3.418,-1.770,-1.587
-0.340,-0.594,0.827,2.502,-1.404,0.244
-0.336,-0.584,0.805,0.488,-0.671,1.404
-0.333,-0.569,0.785,-0.305,-0.427,2.075
-0.334,-0.547,0.783,0.366,-1.831,2.502
-0.335,-0.540,0.769,1.221,-2.991,1.953
-0.336,-0.549,0.770,2.136,-3.784,1.160
-0.341,-0.548,0.787,3.174,-4.456,0.977
-0.349,-0.551,0.803,4.211,-4.517,0.977
-0.353,-0.557,0.806,4.272,-4.028,1.038
-0.352,-0.557,0.803,3.784,-3.357,0.854
-0.348,-0.548,0.797,3.235,-2.625,1.160
-0.341,-0.546,0.789,2.808,-2.441,1.221
-0.335,-0.563,0.790,3.235,-2.441,1.160
-0.345,-0.568,0.786,4.272,-2.808,1.831
-0.357,-0.559,0.808,4.456,-3.784,2.258
-0.369,-0.566,0.817,3.906,-3.662,2.258
-0.373,-0.570,0.818,3.235,-2.625,2.258
-0.364,-0.566,0.825,2.747,-2.014,2.563
-0.356,-0.568,0.804,1.892,-0.793,2.625
-0.353,-0.555,0.794,1.465,-0.488,2.930
-0.359,-0.545,0.786,1.831,-0.793,3.052
-0.362,-0.537,0.787,2.380,-1.404,2.502
-0.369,-0.534,0.793,2.197,-2.380,1.404
-0.378,-0.546,0.788,2.136,-2.441,-0.427
-0.376,-0.551,0.794,2.136,-2.502,-1.465
-0.373,-0.549,0.793,1.526,-2.136,-1.892
-0.367,-0.558,0.796,1.465,-2.136,-2.441
-0.358,-0.546,0.798,1.831,-2.075,-2.441
-0.352,-0.557,0.808,1.648,-2.380,-2.869
-0.352,-0.580,0.808,1.465,-2.014,-3.174
-0.350,-0.580,0.821,1.343,-1.404,-2.014
-0.351,-0.562,0.824,1.160,-0.366,-0.549
-0.354,-0.574,0.811,-0.061,0.916,-0.427
-0.345,-0.580,0.799,-0.916,1.099,-0.488
-0.349,-0.568,0.795,-1.221,0.671,0.305
-0.350,-0.563,0.805,-0.793,-0.549,0.488
-0.352,-0.561,0.788,0.061,-0.916,0.244
-0.352,-0.560,0.795,0.610,-1.526,0.000
-0.356,-0.569,0.803,1.221,-2.136,-0.305
-0.357,-0.571,0.806,1.465,-1.282,0.000
-0.352,-0.569,0.815,1.465,-0.793,0.366
-0.348,-0.563,0.807,1.465,0.122,0.732
-0.346,-0.560,0.799,1.526,0.610,0.793
-0.346,-0.568,0.801,1.831,0.488,0.916
-0.347,-0.564,0.798,1.892,0.549,1.404
-0.343,-0.557,0.794,1.526,0.549,1.892
-0.344,-0.552,0.790,1.648,0.183,2.075
-0.344,-0.545,0.793,1.831,-0.366,2.197
-0.344,-0.548,0.788,1.648,-0.732,1.648
-0.351,-0.557,0.788,1.526,-1.221,1.343
-0.354,-0.556,0.798,1.770,-1.709,1.465
-0.354,-0.555,0.799,1.648,-1.465,1.343
-0.357,-0.557,0.798,1.587,-1.282,1.221
-0.358,-0.557,0.803,1.709,-1.282,1.160
-0.359,-0.557,0.795,1.892,-1.038,1.160
-0.358,-0.553,0.797,1.587,-0.610,1.404
-0.355,-0.552,0.792,1.404,-0.610,1.465
-0.355,-0.554,0.800,1.709,-0.366,1.343
-0.358,-0.557,0.805,2.075,-0.122,1.404
-0.360,-0.566,0.803,1.953,0.549,1.221
-0.359,-0.556,0.807,1.892,0.854,1.343
-0.352,-0.555,0.799,1.648,1.343,1.343
-0.343,-0.557,0.793,1.099,1.465,0.977
-0.338,-0.557,0.790,0.793,1.099,0.916
-0.336,-0.551,0.794,0.732,0.488,1.160
-0.335,-0.556,0.801,0.854,0.122,1.038
-0.337,-0.564,0.796,0.854,0.305,1.221
-0.341,-0.568,0.798,1.221,0.427,1.770
-0.345,-0.562,0.807,1.099,0.610,2.625
-0.351,-0.557,0.802,1.160,0.916,2.869
-0.354,-0.553,0.791,1.404,0.854,2.380
-0.354,-0.549,0.787,1.465,0.366,1.953
-0.352,-0.546,0.791,1.648,-0.244,1.404
-0.349,-0.554,0.781,2.014,-0.610,0.671
-0.347,-0.555,0.797,2.563,-1.526,0.305
-0.351,-0.555,0.799,3.113,-1.770,0.244
-0.354,-0.551,0.797,3.296,-1.526,0.061
-0.355,-0.555,0.812,3.296,-1.892,-0.305
-0.349,-0.572,0.797,3.052,-1.282,-0.916
-0.339,-0.572,0.797,2.747,-0.793,-0.549
-0.337,-0.567,0.806,1.831,-1.099,0.183
-0.343,-0.562,0.821,1.709,-1.038,0.671
-0.346,-0.568,0.821,1.587,0.000,0.977
-0.348,-0.582,0.833,1.038,0.977,1.282
-0.354,-0.606,0.861,0.305,2.136,1.953
-0.365,-0.644,0.918,-1.160,4.333,3.113
-0.372,-0.689,0.964,-5.554,8.972,5.676
-0.385,-0.798,1.186,-15.747,15.442,9.338

-0.429,-0.979,1.459,-41.870,59.082,29.175
-0.475,-1.150,1.648,-65.369,92.102,43.823
-0.517,-1.211,1.769,-92.896,134.033,65.430
-0.538,-1.196,1.728,-118.713,181.335,91.797
-0.554,-1.099,1.644,-140.869,223.938,116.028
-0.593,-0.979,1.447,-152.832,259.216,136.047
-0.548,-0.749,1.112,-153.992,287.598,149.353
-0.453,-0.512,0.847,-153.198,296.875,151.489
-0.379,-0.286,0.500,-153.503,289.917,143.250
-0.263,-0.094,0.255,-145.325,263.916,126.221
-0.100,0.087,0.214,-128.845,219.910,104.492
0.037,0.168,0.162,-109.924,176.758,76.843
0.151,0.161,0.126,-90.393,136.353,48.828
0.239,0.134,0.180,-68.726,96.252,25.330
0.295,0.033,0.288,-48.645,60.242,6.775
0.315,-0.044,0.384,-31.189,31.860,-4.395
0.345,-0.090,0.503,-16.968,10.132,-8.850
0.364,-0.131,0.569,-5.493,-5.249,-11.292
0.356,-0.162,0.655,2.747,-17.456,-11.536
0.331,-0.206,0.725,8.789,-26.184,-10.681
0.281,-0.269,0.759,13.672,-31.494,-9.277
0.227,-0.272,0.797,18.799,-35.767,-6.592
0.176,-0.279,0.850,22.705,-39.978,-5.127
0.121,-0.302,0.902,24.963,-41.870,-5.310
0.079,-0.335,0.979,26.001,-41.931,-5.920
0.058,-0.359,1.025,25.269,-39.307,-6.042
0.050,-0.387,1.040,23.560,-34.119,-6.042
0.051,-0.404,1.043,20.874,-29.602,-5.798
0.054,-0.410,1.049,17.334,-26.367,-5.310
0.053,-0.415,1.051,14.282,-24.292,-5.127
0.050,-0.404,1.032,11.475,-22.034,-4.333
0.044,-0.381,1.004,9.216,-19.836,-3.662
0.043,-0.354,0.984,7.263,-17.517,-3.418
0.051,-0.331,0.965,5.493,-14.771,-3.784
0.060,-0.331,0.954,3.845,-12.573,-5.066
0.068,-0.348,0.954,2.808,-10.681,-6.042
0.079,-0.350,0.956,2.258,-8.606,-6.104
0.083,-0.343,0.950,2.014,-6.287,-5.554
0.092,-0.346,0.939,1.099,-4.028,-5.066
0.104,-0.352,0.927,0.427,-2.563,-4.456
0.103,-0.345,0.946,0.427,-1.404,-3.174
0.103,-0.349,0.958,0.732,0.427,-1.892
0.106,-0.356,0.940,0.610,2.380,-1.282
0.111,-0.351,0.946,-0.183,2.197,-0.610
0.107,-0.346,0.953,-0.061,0.916,-0.549
0.104,-0.349,0.969,0.793,-0.854,-1.160
0.100,-0.362,0.979,1.587,-2.075,-1.953
0.100,-0.358,1.001,1.648,-1.953,-2.136
0.097,-0.368,1.003,1.343,-1.221,-2.197
0.101,-0.362,0.992,1.282,0.122,-1.831
0.107,-0.359,0.984,1.770,0.610,-1.404
0.108,-0.348,0.979,2.197,0.916,-1.099
0.111,-0.343,0.976,2.625,1.038,-0.793
0.114,-0.346,0.955,3.357,0.732,-1.099
0.114,-0.350,0.957,4.272,-0.732,-1.221
0.110,-0.360,0.968,4.578,-2.502,-1.282
0.106,-0.346,0.990,4.517,-3.235,-0.610
0.102,-0.340,0.976,4.150,-2.197,0.061
0.101,-0.342,0.959,4.578,-1.099,0.305
0.099,-0.336,0.955,4.761,-1.343,0.854
0.094,-0.332,0.966,4.578,-2.197,0.366
0.093,-0.336,0.981,4.272,-3.174,-0.488
0.090,-0.351,0.978,4.883,-3.357,-1.343
0.086,-0.362,0.994,5.371,-3.540,-1.831
0.084,-0.371,1.001,5.127,-3.723,-1.709
0.090,-0.375,0.988,3.967,-3.174,-1.770
0.098,-0.354,1.008,2.686,-2.869,-0.916
0.102,-0.359,1.000,2.563,-1.465,-0.549
0.106,-0.362,0.985,2.869,-0.366,-0.122
0.106,-0.352,0.983,2.808,-1.038,0.183
0.106,-0.360,0.985,2.991,-1.831,-0.061
0.112,-0.364,0.988,2.502,-2.625,-0.244
0.106,-0.359,0.997,1.831,-2.686,0.000
0.097,-0.351,0.989,1.892,-1.709,0.854
0.095,-0.342,0.971,2.258,-0.366,1.465
0.088,-0.342,0.969,2.747,-0.488,1.221
0.089,-0.346,0.967,2.930,-1.038,0.610
0.094,-0.359,0.972,1.953,-1.648,-0.671
0.099,-0.351,1.001,1.526,-1.709,-0.366
0.100,-0.359,0.975,2.197,0.183,0.488
0.099,-0.343,0.959,2.563,1.221,1.221
0.097,-0.329,0.961,2.808,0.061,1.160
0.099,-0.333,0.945,3.418,-0.793,-0.122
0.105,-0.342,0.941,3.723,-2.441,-1.221
0.109,-0.349,0.965,4.089,-3.906,-1.892
0.104,-0.354,0.974,4.517,-4.028,-1.404
0.099,-0.360,0.975,4.761,-3.662,-1.038
0.099,-0.373,0.988,4.333,-3.723,-0.671
0.100,-0.384,0.980,3.296,-3.601,-0.671
0.105,-0.374,0.990,2.319,-3.662,-0.122
0.101,-0.362,0.995,1.587,-2.625,1.099
0.094,-0.360,0.969,1.648,-0.793,1.648
0.091,-0.352,0.968,1.587,-0.671,1.770
0.087,-0.350,0.962,1.465,-0.854,1.526
0.087,-0.349,0.959,1.953,-1.160,1.343
0.088,-0.346,0.973,2.380,-1.465,1.038
0.087,-0.346,0.961,3.052,-1.099,0.977
0.087,-0.346,0.952,3.418,-1.160,1.038
0.088,-0.349,0.954,3.601,-2.075,0.488
0.086,-0.346,0.963,3.418,-2.869,-0.061
0.087,-0.354,0.972,3.418,-3.357,-0.610
0.082,-0.375,0.977,3.235,-3.357,-1.099
0.080,-0.375,0.986,2.502,-3.357,-0.671
0.085,-0.370,1.000,2.014,-2.808,-0.061
0.087,-0.360,0.975,1.648,-0.732,0.671
0.091,-0.344,0.958,1.709,0.305,1.160
0.094,-0.342,0.950,1.709,-0.122,0.732
0.096,-0.340,0.956,2.197,-1.160,0.183
0.092,-0.347,0.962,2.747,-2.075,-0.671
0.088,-0.351,0.975,3.113,-2.380,-0.916
0.087,-0.358,0.984,3.296,-2.075,-0.977
0.089,-0.365,0.979,3.235,-1.343,-1.099
0.095,-0.361,0.973,3.235,-0.977,-0.854
0.097,-0.366,0.977,2.991,-1.221,-0.671
0.100,-0.369,0.971,2.319,-1.160,-0.366
0.099,-0.365,0.977,1.465,-1.526,0.183
0.095,-0.360,0.974,1.282,-1.648,0.793
0.093,-0.353,0.973,1.343,-1.587,1.160
0.092,-0.347,0.974,1.160,-1.709,1.099

-0.694,-1.014,1.458,194.458,-258.545,-156.189
-0.746,-1.210,1.711,167.664,-217.224,-140.503
-0.708,-1.310,1.812,136.536,-154.724,-110.046
-0.624,-1.336,1.670,108.887,-86.304,-70.801
-0.540,-1.249,1.411,79.468,-23.499,-28.931
-0.466,-1.040,0.984,51.025,20.813,8.118
-0.429,-0.791,0.895,34.058,38.513,33.752
-0.458,-0.614,0.859,24.292,36.011,42.786
-0.459,-0.585,0.843,18.250,33.997,38.330
-0.475,-0.643,0.864,12.024,29.297,29.602
-0.479,-0.692,0.862,5.798,26.306,23.560
-0.470,-0.704,0.859,2.258,26.062,21.362
-0.458,-0.679,0.858,-3.235,27.954,21.790
-0.434,-0.665,0.834,-11.353,31.921,22.339
-0.396,-0.616,0.797,-16.174,35.828,23.254
-0.354,-0.585,0.746,-19.409,37.537,22.766
-0.320,-0.552,0.702,-21.545,36.926,21.057
-0.296,-0.547,0.685,-21.912,33.752,18.860
-0.279,-0.524,0.672,-20.508,30.701,17.639
-0.266,-0.516,0.657,-18.921,27.283,16.235
-0.258,-0.520,0.662,-17.273,23.193,14.526
-0.265,-0.529,0.698,-14.343,19.653,13.794
-0.281,-0.534,0.721,-10.193,18.372,13.794
-0.291,-0.548,0.749,-7.141,18.311,13.855
-0.299,-0.574,0.777,-4.883,19.409,13.855
-0.305,-0.595,0.791,-2.930,20.996,13.977
-0.304,-0.603,0.803,-1.343,22.156,14.221
-0.290,-0.604,0.806,-1.404,22.217,13.733
-0.268,-0.613,0.791,-2.258,21.545,12.085
-0.242,-0.608,0.771,-2.991,18.433,10.498
-0.220,-0.596,0.767,-3.540,13.489,9.216
-0.215,-0.600,0.756,-3.235,7.690,7.507
-0.219,-0.601,0.760,-2.380,1.831,6.165
-0.233,-0.590,0.768,-1.404,-3.418,5.676
-0.249,-0.570,0.806,-0.549,-7.568,4.822
-0.266,-0.582,0.821,0.305,-9.094,3.601
-0.276,-0.592,0.814,1.160,-7.568,3.052
-0.280,-0.579,0.813,1.465,-5.737,4.028
-0.286,-0.567,0.802,1.709,-3.662,4.761
-0.285,-0.558,0.787,2.319,-1.709,5.188
-0.283,-0.558,0.775,2.991,-0.427,4.883
-0.283,-0.564,0.782,3.662,-0.549,3.723
-0.289,-0.571,0.794,4.333,-1.282,2.502
-0.290,-0.573,0.804,5.371,-1.831,1.465
-0.289,-0.592,0.800,5.432,-2.258,0.183
-0.289,-0.601,0.809,5.920,-2.930,-0.427
-0.291,-0.598,0.822,5.981,-3.296,-0.305
-0.286,-0.604,0.826,5.554,-3.052,-0.549
-0.281,-0.615,0.823,4.211,-2.625,-0.549
-0.282,-0.615,0.835,3.113,-2.502,-0.183
-0.283,-0.607,0.835,2.197,-1.892,0.549
-0.283,-0.603,0.829,1.587,-0.793,0.916
-0.284,-0.601,0.821,0.977,0.122,0.916
-0.277,-0.585,0.825,0.671,0.671,1.160
-0.276,-0.578,0.814,0.793,1.160,1.160
-0.277,-0.583,0.796,0.854,2.075,0.427
-0.276,-0.577,0.798,1.099,1.282,0.000
-0.274,-0.569,0.797,1.587,0.427,-0.366
-0.272,-0.568,0.799,2.136,-0.305,-1.526
-0.267,-0.578,0.799,2.808,-0.977,-2.747
-0.263,-0.591,0.803,3.235,-1.831,-3.540
-0.257,-0.599,0.817,3.418,-2.502,-3.540
-0.255,-0.610,0.829,3.479,-2.747,-3.174
-0.251,-0.623,0.839,3.357,-2.441,-2.686
-0.248,-0.622,0.830,2.991,-1.831,-1.526
-0.251,-0.610,0.823,2.563,-1.465,-0.061
-0.253,-0.599,0.825,2.686,-1.526,1.038
-0.253,-0.598,0.806,2.625,-1.343,1.099
-0.254,-0.600,0.803,2.808,-1.953,1.038
-0.256,-0.590,0.803,2.991,-2.808,1.587
-0.264,-0.579,0.802,3.113,-3.540,1.587
-0.272,-0.587,0.799,3.113,-3.784,0.793
-0.279,-0.595,0.808,2.808,-4.028,0.244
-0.284,-0.591,0.808,2.930,-4.150,0.244
-0.287,-0.583,0.812,2.991,-3.906,0.183
-0.282,-0.579,0.813,2.930,-3.174,0.000
-0.280,-0.583,0.801,2.625,-2.075,-0.366
-0.278,-0.583,0.798,2.502,-1.770,-0.427
-0.276,-0.587,0.792,2.502,-1.770,-0.732
-0.275,-0.590,0.797,2.502,-2.136,-1.099
-0.281,-0.591,0.810,2.197,-3.113,-1.160
-0.287,-0.593,0.816,2.258,-2.930,-1.343
-0.287,-0.598,0.817,2.014,-2.258,-1.587
-0.285,-0.599,0.814,1.648,-1.526,-1.587
-0.278,-0.590,0.808,1.099,-0.610,-1.282
-0.270,-0.585,0.805,0.793,0.183,-1.038
-0.267,-0.591,0.803,0.854,0.305,-1.282
-0.267,-0.594,0.798,1.038,0.305,-1.160
-0.264,-0.584,0.801,1.160,-0.305,-0.671
-0.263,-0.583,0.799,1.282,-0.488,-0.732
-0.267,-0.584,0.794,1.343,-0.793,-0.854
-0.266,-0.583,0.802,1.709,-1.343,-0.916
