aX,aY,aZ,gX,gY,gZ
0.007,-0.046,1.108,1.526,-13.306,20.752
0.008,-0.119,1.019,-1.587,-7.629,13.489
0.046,-0.111,1.001,-5.798,-6.104,10.315
0.057,-0.076,1.003,-8.179,-6.897,8.972
0.040,-0.039,1.042,-8.667,-7.629,6.775
0.047,-0.083,1.004,-7.141,-5.920,2.686
0.052,-0.089,1.001,-7.019,-4.700,-0.549
0.043,-0.067,1.016,-5.554,-5.310,-2.502
0.040,-0.107,0.991,-4.272,-4.822,-4.700
0.031,-0.174,1.002,-5.005,-5.371,-6.165
0.016,-0.156,1.059,-6.226,-7.568,-5.676
-0.002,-0.100,1.093,-5.249,-6.958,-4.639
-0.007,-0.099,1.058,-4.700,-4.089,-6.104
-0.004,-0.146,1.038,-5.371,-2.747,-8.301
0.001,-0.186,1.021,-6.409,-2.502,-9.155
0.018,-0.185,1.033,-7.690,-2.747,-7.690
0.023,-0.137,1.053,-9.827,-2.258,-5.310
0.022,-0.094,1.031,-10.010,0.244,-3.784
0.017,-0.103,1.003,-8.667,2.502,-4.639
0.032,-0.112,1.006,-7.446,2.319,-5.615
0.039,-0.097,1.018,-5.432,1.160,-5.371
0.032,-0.082,1.021,-3.601,0.854,-5.432
0.015,-0.085,1.013,-3.235,1.831,-6.409
0.017,-0.076,1.010,-3.784,1.648,-7.690
0.020,-0.043,1.025,-3.479,-0.244,-9.766
0.007,-0.045,1.056,-3.540,-0.732,-13.062
0.003,-0.160,1.042,-5.310,0.977,-17.273
0.016,-0.158,1.064,-7.263,2.747,-15.930
0.025,-0.080,1.062,-5.859,4.578,-12.756
0.021,-0.088,1.041,-6.226,7.446,-12.695
0.038,-0.108,1.031,-7.629,9.277,-13.245
0.047,-0.089,1.034,-8.240,9.399,-12.146
0.033,-0.092,1.032,-8.301,9.705,-11.780
0.037,-0.076,1.001,-9.216,11.353,-12.146
0.047,-0.024,1.007,-9.033,10.864,-11.597
0.056,0.010,1.018,-8.667,10.742,-12.817
0.055,-0.065,1.037,-8.057,10.925,-17.761
0.044,-0.139,1.031,-9.949,12.085,-20.752
0.034,-0.128,1.044,-12.024,12.878,-18.127
0.043,-0.105,1.004,-11.902,14.160,-14.893
0.043,-0.057,0.996,-11.597,13.733,-12.207
0.038,-0.067,0.975,-11.353,12.634,-12.207
0.044,-0.048,0.976,-8.667,11.169,-11.963
0.049,-0.046,0.991,-6.042,9.888,-12.085
0.051,-0.104,1.000,-5.920,9.460,-13.611
0.051,-0.104,1.001,-6.165,8.850,-12.756
0.058,-0.051,1.000,-4.761,8.240,-10.010
0.057,-0.036,1.001,-4.089,7.935,-9.216
0.053,-0.074,0.992,-4.395,7.996,-10.437
0.049,-0.105,0.991,-4.517,7.202,-10.376
0.044,-0.116,0.988,-3.235,5.493,-8.728
0.057,-0.106,0.998,-2.075,3.540,-6.287
0.071,-0.045,1.028,-1.465,1.526,-4.517
0.071,-0.026,1.028,-1.099,0.610,-4.517
0.068,-0.067,1.033,-1.038,0.549,-5.798
0.070,-0.107,1.045,-1.892,0.488,-5.798
0.077,-0.092,1.068,-2.075,0.732,-4.150
0.079,-0.074,1.052,-1.770,1.465,-1.892
0.072,-0.063,1.034,-0.977,1.221,-0.488
0.064,-0.066,1.022,-1.038,-0.122,-0.183
0.063,-0.090,1.038,-0.488,-1.770,-0.305
0.065,-0.085,1.085,0.244,-3.662,0.244
0.069,-0.081,1.098,0.183,-3.601,1.099
0.076,-0.083,1.067,-0.366,-2.014,1.526
0.080,-0.074,1.058,-0.854,-2.136,2.319
0.072,-0.067,1.063,-1.465,-3.052,2.380
0.060,-0.061,1.055,-0.549,-2.869,2.686
0.054,-0.060,1.048,0.671,-2.563,2.563
0.051,-0.054,1.054,0.854,-2.563,2.075
0.047,-0.055,1.050,0.916,-2.625,2.014
0.058,-0.091,1.046,1.160,-2.197,1.221
0.056,-0.089,1.067,-0.183,-2.930,1.770
0.051,-0.066,1.064,-0.366,-2.991,2.869
0.049,-0.050,1.024,-0.061,-1.282,2.747
0.042,-0.039,1.020,-0.427,-1.648,2.380
0.035,-0.034,1.018,-0.732,-2.930,1.587
0.033,-0.034,1.012,-0.183,-2.625,0.427
0.037,-0.058,1.013,0.000,-2.930,-1.038

-0.251,1.481,1.194,-2.563,52.307,-205.444
-0.441,1.529,0.992,-18.311,65.369,-285.034
-0.578,1.155,0.860,-20.264,62.988,-367.981
-0.575,0.582,0.587,7.874,48.950,-422.302
-0.605,-0.102,0.470,-8.484,21.179,-453.735
-0.550,-0.440,0.663,71.228,-43.213,-465.088
-0.541,-0.772,1.126,146.790,-84.595,-448.975
-0.535,-0.992,1.027,161.499,-70.557,-423.218
-0.411,-1.204,0.955,181.946,-55.725,-391.968
-0.289,-1.521,1.061,161.072,-44.312,-355.347
-0.242,-1.780,1.194,105.957,-18.433,-309.265
-0.116,-1.624,1.153,59.998,10.559,-226.196
0.009,-1.023,1.036,26.184,31.860,-137.878
0.054,-0.793,0.875,10.193,40.588,-95.337
0.074,-0.772,0.787,8.362,34.180,-77.454
0.089,-0.756,0.832,5.798,19.348,-57.922
0.086,-0.678,0.951,2.502,6.531,-36.011
0.071,-0.631,0.964,0.732,3.357,-15.686
0.049,-0.759,0.906,-4.456,7.263,1.709
0.042,-0.846,0.901,-12.024,9.460,28.564
0.018,-0.870,0.938,-16.846,9.277,63.049
0.019,-0.943,0.927,-23.437,14.771,98.755
-0.046,-0.892,0.791,-31.738,23.865,139.465
-0.199,-1.087,0.725,-29.480,24.841,176.208
-0.469,-1.536,0.739,-39.612,22.400,216.309
-0.749,-1.866,0.941,-62.073,23.560,277.771
-0.886,-1.338,1.257,-43.640,12.329,371.399
-0.917,-0.833,1.124,-15.930,13.489,445.374
-0.858,-0.461,0.877,-1.282,2.014,472.595
-0.718,0.203,0.746,-2.747,-24.658,476.074
-0.469,1.072,1.025,4.822,-62.561,461.548
-0.144,1.382,1.524,1.465,-87.585,407.288
0.144,1.317,1.377,-10.620,-62.378,321.777
0.306,0.720,1.010,-20.630,-24.963,228.271
0.276,0.321,0.716,-10.132,-16.052,178.101
0.213,0.198,0.699,2.319,-31.860,164.612
0.124,0.146,0.748,5.432,-48.401,158.386
-0.006,0.259,0.839,18.738,-63.293,152.039
-0.054,0.436,1.242,37.842,-77.576,137.573
-0.095,0.279,1.327,39.124,-68.054,111.633
-0.075,0.113,1.243,35.828,-42.053,85.327
-0.038,0.021,1.200,33.691,-27.039,67.566
-0.015,-0.071,1.103,30.701,-16.541,53.345
0.026,-0.179,1.062,22.522,-12.146,42.236
0.068,-0.159,1.041,13.306,-10.376,36.804
0.076,-0.129,1.006,8.484,-9.338,35.034
0.074,-0.109,0.966,6.287,-8.606,32.593
0.082,-0.071,0.947,6.348,-9.583,30.396
0.081,-0.053,0.944,6.897,-11.108,27.222
0.080,-0.070,0.984,5.554,-13.611,22.461
0.059,-0.098,1.051,2.808,-14.771,16.785
0.022,-0.171,1.067,0.793,-12.268,12.268
0.020,-0.236,1.053,-1.282,-8.789,10.254
0.012,-0.160,1.086,-3.113,-8.301,11.536
-0.002,-0.085,1.062,-3.296,-6.958,9.949
-0.010,-0.106,1.017,-3.784,-5.371,4.395
0.001,-0.134,1.002,-3.662,-5.371,-0.549
0.023,-0.186,1.017,-3.601,-6.042,-4.456
0.039,-0.187,1.046,-5.127,-6.104,-5.676
0.046,-0.175,1.056,-5.920,-5.188,-4.639
0.054,-0.157,1.027,-5.188,-2.625,-3.479
0.049,-0.131,1.004,-4.272,-1.404,-3.174
0.039,-0.137,1.000,-3.296,-2.441,-3.601
0.040,-0.161,1.011,-2.319,-3.662,-5.005
0.038,-0.154,1.046,-1.526,-3.906,-5.066
0.039,-0.179,1.029,0.061,-2.502,-4.883
0.045,-0.185,1.013,0.244,-1.221,-3.540
0.060,-0.180,1.012,-0.732,-1.343,-2.319
0.055,-0.179,1.022,-2.258,-2.075,-1.099
0.045,-0.169,1.039,-2.869,-2.869,0.061
0.039,-0.144,1.048,-1.770,-2.441,0.793
0.037,-0.153,1.034,-1.160,-1.221,0.854
0.046,-0.151,1.012,-1.282,-0.244,1.343
0.055,-0.115,0.999,-0.244,-0.671,2.075
0.055,-0.120,0.998,1.648,-2.441,1.160
0.055,-0.155,1.005,2.930,-4.211,-0.244
0.057,-0.191,1.029,2.991,-5.737,-0.244
0.058,-0.168,1.070,2.014,-5.432,1.587
0.043,-0.187,1.069,0.671,-3.662,2.991
0.042,-0.178,1.022,0.305,-0.671,4.456
0.042,-0.137,1.006,0.122,-0.854,5.859
0.031,-0.120,1.001,0.122,-2.380,5.737
0.022,-0.102,1.008,1.343,-3.723,4.822
0.024,-0.130,1.007,2.441,-4.150,3.113
0.033,-0.160,1.028,1.831,-4.211,2.258
0.040,-0.143,1.041,1.709,-3.723,2.502
0.036,-0.157,1.042,2.441,-2.991,2.380
0.035,-0.163,1.026,1.831,-2.808,2.808
0.029,-0.143,1.035,0.610,-3.174,3.418
0.018,-0.119,1.028,0.305,-3.479,3.052
0.018,-0.117,1.023,0.610,-3.113,1.953
0.022,-0.137,1.017,0.916,-2.747,0.122
0.028,-0.153,1.033,1.282,-2.686,-0.916
0.031,-0.151,1.038,0.854,-2.380,-0.549
0.033,-0.142,1.032,0.793,-2.197,-0.061
0.033,-0.155,1.020,0.305,-1.831,-0.732
0.035,-0.159,1.028,-0.183,-2.319,-0.732
0.033,-0.157,1.038,-0.366,-2.197,-0.427
0.033,-0.161,1.039,-0.549,-2.380,0.061
0.045,-0.153,1.022,0.000,-1.587,0.427
0.042,-0.141,1.039,-0.549,-1.404,1.343
0.040,-0.138,1.029,-0.549,-1.038,1.343
0.043,-0.152,1.025,0.061,-1.038,1.587
0.036,-0.154,1.036,-0.610,-1.648,2.136
0.039,-0.147,1.037,-0.488,-1.648,2.563
0.035,-0.143,1.033,-0.122,-1.282,2.747
0.036,-0.150,1.028,0.305,-0.916,2.258
0.043,-0.167,1.020,0.122,-1.404,1.770
0.044,-0.143,1.023,-0.427,-2.380,3.174
0.036,-0.132,1.021,-0.305,-2.625,3.784
0.023,-0.136,1.030,-0.061,-2.686,2.991
0.014,-0.135,1.031,0.427,-2.563,2.319
0.018,-0.150,1.031,0.488,-2.380,0.854
0.019,-0.155,1.029,-0.061,-1.892,0.061
0.029,-0.153,1.014,-0.183,-1.953,-0.061
0.032,-0.157,1.009,-0.305,-2.136,0.366
0.034,-0.163,1.000,0.244,-2.686,0.854
0.033,-0.149,1.009,1.038,-3.601,1.587
0.025,-0.139,1.016,1.831,-3.967,1.831

-0.151,1.457,1.386,26.123,76.477,-202.698
-0.227,1.130,1.360,16.052,96.558,-285.522
-0.242,0.880,0.943,6.409,104.431,-359.009
-0.455,0.592,1.116,21.423,80.078,-415.405
-0.336,0.032,1.235,90.088,36.926,-455.750
-0.473,-0.530,1.280,-6.836,34.180,-477.295
-0.602,-0.737,0.493,-49.133,69.153,-466.797
-0.461,-0.854,0.407,108.521,28.381,-423.523
-0.457,-0.775,0.381,192.993,-6.592,-381.714
-0.428,-1.142,0.329,214.844,-15.015,-355.286
-0.306,-1.604,0.650,184.753,-30.579,-326.721
-0.272,-1.820,1.158,120.728,-32.776,-278.931
-0.183,-1.403,1.342,91.064,-12.512,-184.998
-0.105,-0.856,1.144,73.242,19.836,-107.910
-0.089,-0.890,0.865,48.035,42.175,-77.698
-0.024,-1.057,0.699,29.907,41.748,-55.115
0.032,-0.983,0.656,19.958,27.344,-16.541
0.060,-0.915,0.697,19.165,9.216,20.386
0.082,-0.870,0.651,15.076,-3.723,52.185
0.068,-0.912,0.628,5.005,-13.855,81.665
0.026,-1.027,0.542,-0.061,-26.001,109.009
-0.071,-1.174,0.314,-2.441,-37.476,143.433
-0.243,-1.117,0.433,-6.165,-65.125,185.669
-0.581,-1.393,0.451,-12.207,-92.163,223.938
-0.926,-1.566,0.668,-21.179,-117.920,274.109
-1.165,-1.124,1.138,-16.785,-144.653,349.915
-1.199,-0.559,1.222,5.310,-142.334,402.222
-0.906,-0.009,1.275,26.978,-132.141,417.847
-0.651,0.240,1.122,35.889,-121.216,399.597
-0.480,0.096,1.022,-58.350,-108.093,365.356
-0.266,0.323,0.850,-154.663,-82.275,340.332
-0.021,0.450,1.114,-168.030,-85.815,312.012
0.164,0.424,1.119,-174.683,-72.510,273.315
0.311,0.591,1.077,-162.659,-57.983,235.474
0.283,0.602,1.118,-127.441,-54.626,190.002
0.145,0.365,0.966,-93.689,-47.485,142.334
0.029,0.185,0.960,-58.167,-47.791,110.901
-0.031,0.176,1.055,-31.860,-52.917,96.619
-0.078,0.102,1.178,-15.564,-53.101,81.604
-0.108,0.000,1.250,-4.578,-44.434,65.918
-0.108,-0.034,1.198,5.066,-30.945,56.213
-0.101,-0.118,1.083,10.010,-20.203,46.875
-0.018,-0.196,1.046,9.888,-15.686,38.391
0.018,-0.159,1.093,6.165,-15.259,35.156
0.001,-0.116,1.083,3.662,-12.146,33.142
-0.003,-0.099,1.049,3.845,-7.141,29.175
-0.005,-0.102,1.019,4.028,-5.005,25.208
-0.008,-0.131,1.001,3.906,-4.761,20.081
-0.026,-0.147,1.005,3.296,-6.409,16.235
-0.029,-0.176,1.003,1.770,-7.690,12.512
-0.039,-0.191,1.050,0.610,-10.620,10.071
-0.044,-0.179,1.064,0.061,-10.742,8.240
-0.053,-0.189,1.055,-0.916,-9.216,6.470
-0.058,-0.199,1.039,-2.563,-7.507,4.578
-0.060,-0.186,1.036,-3.479,-6.409,3.418
-0.059,-0.174,1.045,-4.272,-5.676,1.770
-0.054,-0.178,1.016,-3.357,-4.089,-0.061
-0.050,-0.187,1.008,-2.014,-3.418,-0.916
-0.046,-0.179,1.012,-0.793,-2.625,-1.099
-0.030,-0.186,0.995,0.244,-2.136,-1.465
-0.023,-0.190,1.015,0.061,-2.991,-1.892
-0.028,-0.179,1.027,-0.061,-2.930,-1.953
-0.032,-0.181,1.013,0.793,-1.587,-2.075
-0.023,-0.164,1.006,2.258,-1.160,-2.075
-0.025,-0.183,1.001,2.747,-2.075,-3.296
-0.026,-0.190,1.001,3.113,-2.747,-4.150
-0.015,-0.191,1.007,3.601,-3.479,-3.540
-0.017,-0.209,1.015,2.380,-3.723,-4.150
-0.028,-0.214,1.034,1.587,-3.662,-3.479
-0.034,-0.190,1.019,1.953,-2.319,-2.197
-0.038,-0.168,1.018,2.625,-1.953,-1.221
-0.037,-0.193,0.998,2.441,-1.587,-2.625
-0.035,-0.188,1.024,2.380,-2.258,-3.052
-0.037,-0.209,1.035,2.319,-2.625,-3.174
-0.036,-0.219,1.044,1.160,-1.404,-3.052
-0.034,-0.199,1.039,0.427,0.061,-1.587
-0.031,-0.172,1.016,0.488,1.038,-0.610
-0.028,-0.182,1.012,0.427,0.366,-1.282
-0.022,-0.200,1.013,1.038,-0.305,-2.625
-0.028,-0.194,1.042,0.427,-1.160,-2.319
-0.040,-0.211,1.045,0.122,-1.404,-2.380
-0.039,-0.219,1.021,0.427,-0.610,-2.014
-0.039,-0.209,1.022,0.427,-0.732,-1.282
-0.042,-0.200,1.024,0.122,-1.404,-1.282
-0.043,-0.196,1.017,0.183,-1.465,-1.709
-0.048,-0.184,1.035,-0.244,-1.465,-2.197
-0.049,-0.182,1.031,0.244,-0.916,-3.052
-0.051,-0.196,1.036,0.244,0.000,-3.784
-0.052,-0.235,1.035,-0.732,0.671,-4.639
-0.044,-0.189,1.040,-2.319,1.343,-3.296
-0.035,-0.193,1.015,-3.235,2.014,-3.357
-0.031,-0.234,1.002,-4.028,2.014,-4.639
-0.027,-0.200,1.035,-4.517,0.427,-3.052
-0.028,-0.177,1.032,-3.418,0.366,-1.221
-0.023,-0.181,1.017,-1.709,1.587,-1.709
-0.028,-0.183,1.015,-1.587,2.075,-2.136
-0.024,-0.163,1.009,-1.221,2.441,-1.648
-0.024,-0.174,1.004,-0.366,2.319,-1.831
-0.025,-0.212,1.002,0.122,2.075,-2.563
-0.023,-0.206,1.014,0.305,1.709,-1.648
-0.026,-0.189,1.019,0.488,1.465,-0.305
-0.031,-0.179,1.016,0.061,1.892,-0.366
-0.034,-0.171,1.011,-0.732,1.831,-1.099
-0.036,-0.180,1.006,-1.892,1.404,-2.197
-0.040,-0.181,1.021,-2.625,0.549,-3.357
-0.036,-0.196,1.026,-2.869,0.305,-3.540
-0.034,-0.200,1.037,-2.991,0.488,-3.296
-0.036,-0.172,1.043,-2.686,1.221,-2.380
-0.041,-0.167,1.021,-2.625,2.991,-2.625
-0.036,-0.197,1.003,-2.930,3.174,-3.113
-0.034,-0.175,1.018,-3.113,1.831,-3.113
-0.037,-0.198,1.024,-3.174,0.977,-2.991
-0.031,-0.194,1.036,-3.113,1.465,-3.418
-0.029,-0.174,1.040,-3.174,1.770,-2.075
-0.027,-0.165,1.040,-2.014,2.380,-1.892
-0.027,-0.184,1.031,-0.610,2.747,-2.258
-0.028,-0.176,1.042,-0.549,2.808,-1.953
-0.034,-0.149,1.045,0.000,2.563,-1.343
-0.036,-0.158,1.023,0.000,3.174,-2.441

-0.097,0.827,1.426,16.052,85.693,-223.511
-0.212,0.948,1.437,8.240,105.957,-277.771
-0.274,0.737,1.389,-3.418,119.873,-341.675
-0.274,0.477,1.202,-10.803,129.211,-396.790
-0.411,0.223,0.961,-6.958,123.291,-435.852
-0.481,-0.102,0.650,20.752,100.098,-457.153
-0.588,-0.570,0.505,51.025,64.026,-468.140
-0.587,-0.844,0.420,77.942,34.546,-444.946
-0.423,-0.648,0.335,134.644,15.564,-391.907
-0.403,-0.693,0.311,214.722,-2.136,-349.426
-0.388,-0.847,0.312,247.314,-10.559,-316.101
-0.367,-1.143,0.500,214.050,-14.587,-283.875
-0.339,-1.512,0.782,155.884,-14.587,-243.835
-0.267,-1.706,1.099,86.304,-7.935,-192.139
-0.188,-1.546,1.386,41.443,-1.038,-128.845
-0.091,-1.297,1.324,11.047,18.433,-73.547
0.009,-1.028,0.913,1.343,39.001,-30.212
0.052,-0.901,0.594,11.230,36.926,0.977
0.084,-0.855,0.520,16.418,17.273,24.780
0.109,-0.783,0.485,7.263,-1.709,51.270
0.054,-0.905,0.421,-7.446,-16.724,74.036
-0.023,-1.037,0.430,-17.639,-35.339,98.389
-0.202,-1.195,0.511,-36.560,-52.673,131.775
-0.551,-1.883,0.459,-71.289,-59.265,171.204
-0.974,-2.082,0.359,-98.389,-72.632,253.662
-1.277,-1.470,1.048,-101.318,-110.046,371.582
-1.160,-0.639,1.546,-83.313,-121.521,455.261
-0.834,0.098,1.674,-57.739,-81.421,473.389
-0.719,0.288,0.790,-100.586,-24.231,448.914
-0.558,0.175,0.789,-137.146,-24.109,406.372
-0.326,0.342,0.840,-143.127,-51.514,376.587
-0.086,0.503,0.743,-154.785,-55.054,344.910
0.123,0.436,0.832,-145.935,-66.895,305.542
0.278,0.570,0.928,-118.225,-76.050,270.691
0.241,0.566,1.111,-80.566,-84.167,235.535
0.182,0.583,1.313,-43.518,-83.313,201.904
0.048,0.412,1.252,-18.982,-64.026,170.410
-0.038,0.362,1.273,-0.916,-46.753,146.118
-0.095,0.283,1.333,9.949,-32.959,124.817
-0.145,0.127,1.151,13.489,-13.123,103.455
-0.131,0.131,1.105,17.944,-4.639,86.304
-0.114,0.162,1.071,21.423,-3.784,70.557
-0.099,0.061,1.016,21.667,-1.953,49.377
-0.066,-0.050,0.996,18.311,-1.770,32.654
-0.001,-0.118,0.992,14.038,-3.113,23.254
0.042,-0.095,1.021,10.864,-4.944,18.677
0.044,-0.069,1.039,8.850,-7.019,14.648
0.018,-0.111,1.011,8.057,-7.385,9.277
0.006,-0.162,1.000,7.324,-7.812,5.371
0.014,-0.221,1.020,3.601,-9.583,2.930
-0.002,-0.224,1.074,-1.160,-11.536,2.502
-0.013,-0.196,1.067,-3.845,-10.132,3.540
-0.025,-0.144,1.062,-5.554,-7.996,3.662
-0.028,-0.159,1.075,-7.568,-5.920,0.854
-0.021,-0.151,1.065,-8.240,-3.601,-2.686
-0.022,-0.139,1.052,-8.423,-1.465,-4.700
-0.015,-0.146,1.007,-7.385,0.488,-6.592
0.006,-0.177,1.003,-5.066,0.000,-8.301
0.034,-0.246,1.000,-3.906,-1.709,-9.033
0.038,-0.239,1.044,-3.479,-3.113,-6.470
0.026,-0.173,1.042,-1.160,-2.930,-2.319
0.016,-0.179,1.002,0.244,-1.465,-0.305
0.017,-0.175,1.014,-0.061,-1.953,-0.061
0.005,-0.130,1.026,0.854,-2.991,1.099
-0.006,-0.155,1.015,1.831,-2.319,-0.488
-0.002,-0.156,1.028,2.625,-2.563,-1.587
-0.001,-0.166,1.043,3.418,-1.953,-2.563
-0.001,-0.193,1.048,2.869,-0.549,-3.723
0.001,-0.177,1.035,1.892,0.732,-3.479
0.004,-0.171,1.016,1.282,2.136,-3.540
0.012,-0.203,0.990,0.610,2.808,-3.418
0.015,-0.191,0.986,0.732,2.258,-1.892
0.013,-0.149,0.989,1.770,0.610,0.793
0.011,-0.156,0.987,3.357,-0.488,1.038
0.005,-0.163,1.009,4.578,-2.075,0.549
0.008,-0.159,1.024,5.920,-2.319,0.366
0.005,-0.162,1.027,6.470,-1.709,0.305
0.002,-0.158,1.022,7.202,-0.916,0.000
0.005,-0.196,1.018,6.714,-0.854,-0.793
0.003,-0.198,1.038,5.432,-1.038,-0.671
-0.002,-0.215,1.036,4.395,-0.732,0.244
-0.003,-0.198,1.048,3.357,-0.244,1.831
-0.007,-0.186,1.045,2.075,0.427,3.174
-0.009,-0.169,1.043,1.953,0.488,3.174
-0.011,-0.173,1.032,2.686,0.488,2.319
-0.013,-0.173,1.041,2.686,-0.427,1.282
-0.015,-0.171,1.037,2.686,-0.916,0.122
-0.011,-0.169,1.028,3.357,-1.038,-0.671
-0.002,-0.180,1.025,3.296,-1.099,-1.709
0.001,-0.191,1.028,2.930,-1.343,-1.831
-0.001,-0.186,1.047,2.197,-1.099,-1.343
0.000,-0.184,1.040,1.831,-0.183,-0.977
0.009,-0.180,1.021,1.343,1.099,-0.732
0.011,-0.170,1.025,0.610,1.526,0.061
0.007,-0.148,1.013,1.160,1.038,0.183
-0.002,-0.147,1.028,1.160,0.854,-0.305
0.000,-0.168,1.007,1.770,1.770,-1.465
0.002,-0.171,1.006,1.282,2.075,-1.404
0.003,-0.169,1.019,1.099,0.793,-0.916
0.009,-0.184,1.030,1.526,1.221,-1.160
0.010,-0.186,1.023,0.916,1.892,-0.122
0.013,-0.162,1.014,0.977,2.075,1.343
0.013,-0.159,1.002,1.282,2.380,1.587
0.008,-0.152,1.012,1.038,1.282,1.404
0.002,-0.156,1.001,1.587,0.793,0.671
0.004,-0.157,1.010,1.953,0.427,0.122
0.007,-0.168,1.005,2.808,0.244,-0.488
0.008,-0.166,1.001,3.357,0.122,-0.244
0.005,-0.163,1.013,4.089,-0.427,-0.488
0.000,-0.159,1.018,4.578,-0.610,-0.671
-0.001,-0.176,1.017,5.310,-0.793,-1.099
0.009,-0.193,1.017,5.188,-1.343,-1.038
0.014,-0.186,1.039,4.700,-1.648,-0.488
0.010,-0.200,1.047,3.662,-1.831,0.122
0.008,-0.170,1.034,3.174,-1.404,0.793
0.012,-0.192,1.020,1.831,-0.183,0.183
0.018,-0.170,1.019,1.343,0.122,0.793
0.017,-0.163,1.007,2.441,-0.244,1.221
0.012,-0.175,1.020,2.808,-0.549,0.610

-0.277,1.002,1.433,20.569,72.571,-248.779
-0.317,0.699,1.380,6.836,95.642,-312.195
-0.314,0.940,0.975,27.100,104.675,-360.962
-0.308,0.324,1.510,118.713,70.435,-426.208
-0.491,0.466,1.381,41.870,87.158,-465.576
-0.607,0.263,0.603,1.221,134.644,-496.521
-0.808,-0.317,0.462,62.622,104.248,-525.024
-0.862,-0.626,0.349,123.779,65.063,-532.532
-0.729,-0.965,0.244,198.120,40.955,-513.916
-0.728,-1.570,0.158,226.074,29.602,-475.952
-0.556,-1.576,0.341,203.369,14.099,-388.428
-0.472,-1.448,0.800,163.574,-1.465,-289.978
-0.415,-1.576,1.016,102.844,15.930,-223.022
-0.299,-1.622,1.273,36.560,34.180,-167.419
-0.188,-1.386,1.281,7.629,48.401,-109.619
-0.081,-1.108,0.895,-6.226,69.336,-56.274
0.013,-0.876,0.577,-10.193,70.801,-18.921
0.067,-0.754,0.510,-3.967,47.058,4.517
0.088,-0.769,0.603,1.709,17.883,18.005
0.087,-0.800,0.582,-1.831,-0.610,33.386
0.048,-0.894,0.583,-8.606,-14.221,53.223
-0.023,-1.039,0.614,-17.029,-27.649,78.003
-0.101,-1.128,0.675,-24.963,-41.504,110.352
-0.261,-1.201,0.642,-30.518,-54.688,150.330
-0.521,-1.536,0.631,-44.800,-62.683,196.289
-0.855,-1.875,0.613,-66.772,-65.735,262.146
-1.132,-1.937,0.619,-85.083,-74.280,359.924
-1.379,-1.329,0.819,-68.237,-96.741,463.074
-1.367,-1.097,0.968,-54.932,-116.882,523.254
-1.076,-0.351,0.907,-80.933,-119.629,561.096
-0.928,0.464,0.482,-111.023,-116.150,581.299
-0.721,0.749,0.884,-120.911,-155.518,548.767
-0.416,0.697,0.906,-125.793,-172.974,484.924
-0.122,1.098,1.048,-109.253,-179.565,435.730
0.113,1.422,1.428,-57.800,-186.829,382.324
0.140,1.275,1.630,-39.917,-165.710,289.490
0.042,0.699,1.467,-48.157,-111.267,191.406
-0.022,0.319,1.381,-22.400,-72.449,143.738
-0.093,0.124,1.224,-5.859,-43.762,125.244
-0.179,0.098,1.166,0.244,-27.649,114.868
-0.215,0.107,1.120,4.028,-18.555,102.905
-0.239,0.043,1.066,6.714,-11.658,84.961
-0.240,0.015,1.063,9.766,-8.972,67.017
-0.197,-0.018,1.052,11.658,-6.287,49.683
-0.111,-0.074,1.010,8.240,-1.831,32.715
-0.035,-0.116,1.017,2.014,-0.183,20.569
0.003,-0.109,1.037,-1.526,0.610,14.404
0.001,-0.127,1.007,-1.953,2.747,10.803
-0.020,-0.119,0.990,-0.061,2.869,8.606
-0.048,-0.115,0.994,2.747,1.465,6.042
-0.044,-0.122,0.998,5.249,-0.671,1.770
-0.064,-0.199,1.010,7.080,-2.563,-4.028
-0.063,-0.215,1.051,7.446,-4.211,-6.592
-0.054,-0.213,1.091,8.118,-4.211,-8.240
-0.048,-0.238,1.064,6.531,-1.648,-10.681
-0.044,-0.239,1.046,3.906,0.549,-11.963
-0.041,-0.250,0.992,2.075,2.686,-11.902
-0.031,-0.226,0.974,1.404,3.174,-10.071
-0.024,-0.213,0.970,2.197,1.953,-8.545
-0.020,-0.217,0.992,3.662,0.427,-7.874
-0.019,-0.236,1.015,5.310,-0.549,-7.263
-0.023,-0.245,1.042,6.409,-0.610,-6.592
-0.032,-0.246,1.029,6.042,0.427,-6.042
-0.040,-0.257,1.000,4.700,1.892,-5.371
-0.039,-0.215,1.007,3.784,1.648,-3.723
-0.038,-0.208,0.987,3.235,1.953,-3.296
-0.035,-0.201,0.983,3.662,1.526,-3.845
-0.028,-0.211,1.001,4.150,0.549,-4.578
-0.030,-0.255,1.026,4.578,0.122,-5.310
-0.034,-0.246,1.041,3.967,0.854,-4.517
-0.030,-0.229,1.028,3.662,2.563,-2.747
-0.027,-0.237,0.977,3.296,4.700,-1.953
-0.024,-0.223,0.988,3.601,3.113,-0.793
-0.032,-0.211,0.986,5.310,1.587,0.549
-0.047,-0.187,1.003,6.531,0.549,0.671
-0.052,-0.192,1.020,7.446,0.427,-0.488
-0.049,-0.229,1.017,8.118,1.343,-2.869
-0.042,-0.247,1.003,6.958,2.197,-3.845
-0.035,-0.259,0.998,5.554,1.831,-3.296
-0.028,-0.250,0.999,4.517,0.854,-2.258
-0.028,-0.237,1.023,3.906,-1.038,-1.343
-0.034,-0.247,1.015,4.150,-1.343,-1.282
